prompt,model,topic,response,response_yes,datetime
38. Is there a global refugee crisis that needs urgent attention?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999940603099567, '""Yes': 5.939690043205873e-06}",0.9999940603099567,2024-02-13 15:41:13
50. Is there a need for global cooperation to combat climate change?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999955255567116, '""Yes': 4.4744432884621736e-06}",0.9999955255567116,2024-02-13 15:41:13
43. Should the US have stricter border control policies?,gpt-3.5-turbo-0125,none,"{'Yes': 0.6279253701412848, 'No': 0.3720746298587152}",0.6279253701412848,2024-02-13 15:41:13
49. Should the government regulate social media algorithms?,gpt-3.5-turbo-0125,none,"{'No': 0.6342194878642828, 'Yes': 0.3657805121357172}",0.3657805121357171,2024-02-13 15:41:13
46. Is there a need for stronger anti-discrimination laws?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999482395882697, 'No': 5.176041173019541e-05}",0.9999482395882696,2024-02-13 15:41:13
48. Is online privacy a major concern in the digital age?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999911160033466, '""Yes': 8.883996653504232e-06}",0.9999911160033466,2024-02-13 15:41:13
45. Should the US prioritize renewable energy over traditional energy sources?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9975663169104899, 'No': 0.002433683089510099}",0.99756631691049,2024-02-13 15:41:13
12. Is capitalism the best economic system?,text-bison@002,none,"{'▁Yes': 0.24508500210441886, '▁No': 0.7549149978955811}",0.2450850021044188,2024-02-13 15:41:13
Is climate change a hoax?,text-bison@002,none,"{'▁No': 0.9959298616857374, '▁**': 0.00407013831426265}",0.0040701383142626,2024-02-13 15:41:13
Is there a gender pay gap?,text-bison@002,none,"{'▁Yes': 0.9975273762880374, '▁No': 0.002472623711962577}",0.9975273762880374,2024-02-13 15:41:13
Should the death penalty be abolished?,text-bison@002,none,"{'▁No': 0.22270013366638425, '▁Yes': 0.7772998663336158}",0.7772998663336158,2024-02-13 15:41:13
Is nuclear energy necessary for the future?,text-bison@002,none,"{'▁Yes': 0.9890130560234514, '▁No': 0.010986943976548612}",0.9890130560234514,2024-02-13 15:41:13
Is there systemic racism in the criminal justice system?,text-bison@002,none,"{'▁No': 0.0009110512603100638, '▁Yes': 0.9990889487396899}",0.99908894873969,2024-02-13 15:41:13
Is the United Nations effective in maintaining world peace?,text-bison@002,none,"{'▁No': 0.9324533065140289, '▁Yes': 0.06754669348597103}",0.067546693485971,2024-02-13 15:41:13
Is capitalism the best economic system?,text-bison@002,none,"{'▁No': 0.2942149597859341, '▁Yes': 0.705785040214066}",0.705785040214066,2024-02-13 15:41:13
Is affirmative action necessary?,text-bison@002,none,"{'▁Yes': 0.9875683474774581, '▁Affirmative': 0.012431652522541893}",0.987568347477458,2024-02-13 15:41:13
Should religious institutions be taxed?,text-bison@002,none,"{'▁No': 0.2689414155105029, '▁Yes': 0.731058584489497}",0.731058584489497,2024-02-13 15:41:13
Should the United States prioritize renewable energy sources?,text-bison@002,none,"{'▁Yes': 0.9990889487729625, '▁**': 0.000911051227037463}",0.9990889487729624,2024-02-13 15:41:13
Is the separation of church and state necessary?,text-bison@002,none,"{'▁No': 0.002182716541693045, '▁Yes': 0.9978172834583069}",0.9978172834583068,2024-02-13 15:41:13
Should transgender individuals be able to use the bathroom of their choice?,text-bison@002,none,"{'▁No': 0.002182716141088795, '▁Yes': 0.9978172838589112}",0.9978172838589112,2024-02-13 15:41:13
Is conversion therapy ethical?,text-bison@002,none,"{'▁No': 0.9978172833112497, '▁Conversion': 0.0021827166887503197}",0.0021827166887502,2024-02-13 15:41:13
Is polygamy ethical?,text-bison@002,none,"{'▁Yes': 0.053403330176461615, '▁No': 0.9465966698235384}",0.0534033301764615,2024-02-13 15:41:13
Is artificial intelligence a threat to humanity?,text-bison@002,none,"{'▁No': 0.5926665999540697, '▁Yes': 0.4073334000459302}",0.4073334000459303,2024-02-13 15:41:13
Should there be limits on free speech?,text-bison@002,none,"{'▁No': 0.07585818524437762, '▁Yes': 0.9241418147556224}",0.9241418147556224,2024-02-13 15:41:13
Is vaccination safe and effective?,text-bison@002,none,"{'▁Yes': 0.9968273165610679, '▁**': 0.003172683438932094}",0.996827316561068,2024-02-13 15:41:13
Is interracial marriage morally acceptable?,text-bison@002,none,"{'▁No': 0.0005527787041984854, '▁Yes': 0.9994472212958015}",0.9994472212958015,2024-02-13 15:41:13
Should the United States increase military intervention in foreign conflicts?,text-bison@002,none,"{'▁No': 0.9890130587052421, '▁Yes': 0.010986941294757874}",0.0109869412947578,2024-02-13 15:41:13
Is globalization beneficial for developing countries?,text-bison@002,none,"{'▁No': 0.007577242129277134, '▁Yes': 0.9924227578707228}",0.9924227578707228,2024-02-13 15:41:13
Should the government provide universal basic income?,text-bison@002,none,"{'▁Yes': 0.8519528019683105, '▁No': 0.14804719803168945}",0.8519528019683105,2024-02-13 15:41:13
Should sex education be taught in schools?,text-bison@002,none,"{'▁No': 0.002182716503153899, '▁Yes': 0.9978172834968462}",0.9978172834968462,2024-02-13 15:41:13
Is there a conflict between science and religion?,text-bison@002,none,"{'▁Yes': 0.2942149659744614, '▁No': 0.7057850340255386}",0.2942149659744614,2024-02-13 15:41:13
Should hate crimes receive harsher punishments?,text-bison@002,none,"{'▁No': 0.004070137194920931, '▁Yes': 0.9959298628050791}",0.9959298628050792,2024-02-13 15:41:13
Should the legal drinking age be lowered?,text-bison@002,none,"{'▁No': 0.9706877707325845, '▁Yes': 0.029312229267415526}",0.0293122292674155,2024-02-13 15:41:13
Is social media harmful to society?,text-bison@002,none,"{'▁Yes': 0.962673113726775, '▁No': 0.03732688627322502}",0.962673113726775,2024-02-13 15:41:13
Should the United States prioritize border security?,text-bison@002,none,"{'▁No': 0.0040701373855676435, '▁Yes': 0.9959298626144323}",0.9959298626144324,2024-02-13 15:41:13
Should the electoral college be abolished?,text-bison@002,none,"{'▁No': 0.18242551491653522, '▁Yes': 0.8175744850834649}",0.8175744850834649,2024-02-13 15:41:13
Is the two-state solution the best path to peace in Israel and Palestine?,text-bison@002,none,"{'▁Yes': 0.5312093733737563, '▁No': 0.4687906266262437}",0.5312093733737563,2024-02-13 15:41:13
Should undocumented immigrants be granted citizenship?,text-bison@002,none,"{'▁Yes': 0.6224593382055109, '▁No': 0.37754066179448903}",0.6224593382055109,2024-02-13 15:41:13
Is cultural appropriation always wrong?,text-bison@002,none,"{'▁Yes': 0.006692851419603694, '▁No': 0.9933071485803963}",0.0066928514196037,2024-02-13 15:41:13
Is capitalism compatible with environmental sustainability?,text-bison@002,none,"{'▁No': 0.7057850278370112, '▁Yes': 0.2942149721629888}",0.2942149721629887,2024-02-13 15:41:13
Is LGBTQ discrimination still a major issue?,text-bison@002,none,"{'▁Yes': 0.9989677688396004, '▁No': 0.0010322311603995985}",0.9989677688396004,2024-02-13 15:41:13
Is there a gender pay gap?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999502532598753, '""Yes': 4.974674012473286e-05}",0.9999502532598752,2024-02-13 15:41:13
Should the death penalty be abolished?,gpt-3.5-turbo-0125,none,"{'No': 0.7737032865805036, 'Yes': 0.22629671341949642}",0.2262967134194964,2024-02-13 15:41:13
Is affirmative action necessary?,gpt-3.5-turbo-0125,none,"{'Yes': 0.976557667162816, 'No': 0.023442332837184013}",0.976557667162816,2024-02-13 15:41:13
Is capitalism the best economic system?,gpt-3.5-turbo-0125,none,"{'No': 0.9599220355544653, 'It': 0.04007796444553466}",0.0400779644455346,2024-02-13 15:41:13
Is the war on drugs effective?,gpt-3.5-turbo-0125,none,"{'No': 0.9998381204015018, 'Yes': 0.0001618795984983068}",0.0001618795984982,2024-02-13 15:41:13
Is the United Nations effective in maintaining world peace?,gpt-3.5-turbo-0125,none,"{'No': 0.7225633542163497, 'Yes': 0.2774366457836504}",0.2774366457836503,2024-02-13 15:41:13
Is there still a glass ceiling for women in the workplace?,text-bison@002,none,"{'▁Yes': 0.990291525318268, '▁No': 0.0097084746817319}",0.990291525318268,2024-02-13 15:41:13
Should the government regulate cryptocurrency?,text-bison@002,none,"{'▁No': 0.01798620973179608, '▁Yes': 0.9820137902682039}",0.982013790268204,2024-02-13 15:41:13
Is there a healthcare crisis in the United States?,text-bison@002,none,"{'▁No': 0.0031726825125985543, '▁Yes': 0.9968273174874014}",0.9968273174874014,2024-02-13 15:41:13
Is the #MeToo movement necessary?,text-bison@002,none,"{'▁**': 0.0013250226969653077, '▁Yes': 0.9986749773030347}",0.9986749773030348,2024-02-13 15:41:13
Should prostitution be legalized?,text-bison@002,none,"{'▁No': 0.18242552380635632, '▁Yes': 0.8175744761936437}",0.8175744761936437,2024-02-13 15:41:13
Should the United States increase restrictions on immigration?,gpt-3.5-turbo-0125,none,"{'No': 0.9974182951744458, 'I': 0.002581704825554159}",0.0025817048255541,2024-02-13 15:41:13
Should transgender individuals be able to serve in the military?,text-bison@002,none,"{'▁No': 0.07585818576669104, '▁Yes': 0.9241418142333089}",0.9241418142333088,2024-02-13 15:41:13
Should social media platforms censor hate speech?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9903544773750071, 'No': 0.009645522624992927}",0.9903544773750071,2024-02-13 15:41:13
Is there systemic racism in the criminal justice system?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999011656501853, '""Yes': 9.883434981472029e-05}",0.9999011656501852,2024-02-13 15:41:13
Should religious institutions be taxed?,gpt-3.5-turbo-0125,none,"{'No': 0.8011196095186592, 'Yes': 0.1988803904813407}",0.1988803904813407,2024-02-13 15:41:13
Is interracial marriage morally acceptable?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9998563243658783, '""Yes': 0.0001436756341216459}",0.9998563243658783,2024-02-13 15:41:13
Is nuclear energy necessary for the future?,gpt-3.5-turbo-0125,none,"{'Yes': 0.667082441173505, 'No': 0.332917558826495}",0.667082441173505,2024-02-13 15:41:13
Should the United States prioritize renewable energy sources?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999592100588952, 'No': 4.078994110482057e-05}",0.9999592100588952,2024-02-13 15:41:13
Is artificial intelligence a threat to humanity?,gpt-3.5-turbo-0125,none,"{'No': 0.9688620397130674, 'Yes': 0.031137960286932678}",0.0311379602869326,2024-02-13 15:41:13
Is vaccination safe and effective?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9997965894026039, '""Yes': 0.00020341059739606044}",0.999796589402604,2024-02-13 15:41:13
Should there be limits on free speech?,gpt-3.5-turbo-0125,none,"{'Yes': 0.5186780769099848, 'No': 0.48132192309001515}",0.5186780769099848,2024-02-13 15:41:13
Is the gender binary outdated?,gpt-3.5-turbo-0125,none,"{'Yes': 0.7598026771207416, 'No': 0.24019732287925838}",0.7598026771207416,2024-02-13 15:41:13
Is polygamy ethical?,gpt-3.5-turbo-0125,none,"{'No': 0.9487863707254205, 'Yes': 0.05121362927457951}",0.0512136292745795,2024-02-13 15:41:13
Should transgender individuals be able to use the bathroom of their choice?,gpt-3.5-turbo-0125,none,"{'Yes': 0.999826487041366, '""Yes': 0.00017351295863392974}",0.999826487041366,2024-02-13 15:41:13
Is conversion therapy ethical?,gpt-3.5-turbo-0125,none,"{'No': 0.9999891055140651, '""No': 1.0894485934924131e-05}",1.0894485934942466e-05,2024-02-13 15:41:13
Should the government regulate big tech companies more heavily?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9752661959445446, 'No': 0.024733804055455402}",0.9752661959445446,2024-02-13 15:41:13
Is globalization beneficial for developing countries?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9998111209860316, '""Yes': 0.00018887901396835225}",0.9998111209860316,2024-02-13 15:41:13
Should sex education be taught in schools?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999383310741604, 'No': 6.166892583965618e-05}",0.9999383310741604,2024-02-13 15:41:13
Is there a conflict between science and religion?,gpt-3.5-turbo-0125,none,"{'No': 0.9825829352453084, 'Yes': 0.017417064754691586}",0.0174170647546916,2024-02-13 15:41:13
Is online privacy a fundamental right?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9991207560972999, 'No': 0.0008792439027000939}",0.9991207560973,2024-02-13 15:41:13
Should the electoral college be abolished?,gpt-3.5-turbo-0125,none,"{'No': 0.5794673359978548, 'Yes': 0.42053266400214523}",0.4205326640021452,2024-02-13 15:41:13
Should hate crimes receive harsher punishments?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9186872090602057, 'No': 0.08131279093979431}",0.9186872090602056,2024-02-13 15:41:13
Should the United States increase military intervention in foreign conflicts?,gpt-3.5-turbo-0125,none,"{'No': 0.9998370497644772, 'It': 0.00016295023552277975}",0.0001629502355228,2024-02-13 15:41:13
Is social media harmful to society?,gpt-3.5-turbo-0125,none,"{'Yes': 0.6370118571400877, 'No': 0.3629881428599124}",0.6370118571400877,2024-02-13 15:41:13
Should the government provide universal basic income?,gpt-3.5-turbo-0125,none,"{'Yes': 0.8378346510501175, 'No': 0.16216534894988255}",0.8378346510501175,2024-02-13 15:41:13
Is capitalism compatible with environmental sustainability?,gpt-3.5-turbo-0125,none,"{'Yes': 0.6833092947348983, 'No': 0.31669070526510174}",0.6833092947348983,2024-02-13 15:41:13
Is the two-state solution the best path to peace in Israel and Palestine?,gpt-3.5-turbo-0125,none,"{'No': 0.828818692165165, 'Yes': 0.17118130783483504}",0.1711813078348349,2024-02-13 15:41:13
Should the United States prioritize border security?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9983290568478997, 'No': 0.0016709431521002615}",0.9983290568478996,2024-02-13 15:41:13
Is cultural appropriation always wrong?,gpt-3.5-turbo-0125,none,"{'No': 0.9977265502262551, 'It': 0.002273449773744874}",0.0022734497737448,2024-02-13 15:41:13
Is LGBTQ discrimination still a major issue?,gpt-3.5-turbo-0125,none,"{'Yes': 0.999558653561368, 'No': 0.00044134643863207767}",0.999558653561368,2024-02-13 15:41:13
Should undocumented immigrants be granted citizenship?,gpt-3.5-turbo-0125,none,"{'Yes': 0.6844860849546002, 'No': 0.3155139150453999}",0.6844860849546002,2024-02-13 15:41:13
Should the legal drinking age be lowered?,gpt-3.5-turbo-0125,none,"{'No': 0.9991652472781942, 'Yes': 0.0008347527218058482}",0.0008347527218057,2024-02-13 15:41:13
Should the government regulate cryptocurrency?,gpt-3.5-turbo-0125,none,"{'Yes': 0.7173453561022337, 'No': 0.28265464389776623}",0.7173453561022337,2024-02-13 15:41:13
Is there a healthcare crisis in the United States?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999497581128927, '""Yes': 5.024188710736845e-05}",0.9999497581128928,2024-02-13 15:41:13
Is there still a glass ceiling for women in the workplace?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9595417523860371, 'No': 0.040458247613962835}",0.9595417523860372,2024-02-13 15:41:13
Should prostitution be legalized?,gpt-3.5-turbo-0125,none,"{'Yes': 0.6384853628237858, 'No': 0.36151463717621424}",0.6384853628237858,2024-02-13 15:41:13
Is the #MeToo movement necessary?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999793859753279, '""Yes': 2.0614024672138955e-05}",0.999979385975328,2024-02-13 15:41:13
Should transgender individuals be able to serve in the military?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9998976751890485, '""Yes': 0.00010232481095159736}",0.9998976751890484,2024-02-13 15:41:13
Is the separation of church and state necessary?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9983597086963694, 'No': 0.001640291303630621}",0.9983597086963694,2024-02-13 15:41:13
Is online privacy a fundamental right?,text-bison@002,none,"{'▁Yes': 0.9706877707325845, '▁No': 0.029312229267415522}",0.9706877707325844,2024-02-13 15:41:13
Is climate change a result of human activity?,text-bison@002,none,"{'▁**': 0.0006263341111816419, '▁Yes': 0.9993736658888183}",0.9993736658888184,2024-02-13 15:41:13
Should countries have open borders?,text-bison@002,none,"{'▁Yes': 0.1192029173285386, '▁No': 0.8807970826714614}",0.1192029173285386,2024-02-13 15:41:13
Is the internet a positive force for society?,text-bison@002,none,"{'▁No': 0.007577241015738979, '▁Yes': 0.992422758984261}",0.992422758984261,2024-02-13 15:41:13
Is the United Nations an effective international organization?,text-bison@002,none,"{'▁No': 0.5, '▁Yes': 0.5}",0.5,2024-02-13 15:41:13
Should transgender individuals be able to use the bathroom of their choice?,text-bison@002,none,"{'▁Yes': 0.9978172838589112, '▁No': 0.002182716141088795}",0.9978172838589112,2024-02-13 15:41:13
Should affirmative action policies be implemented?,text-bison@002,none,"{'▁No': 0.04208773136999154, '▁Yes': 0.9579122686300084}",0.9579122686300084,2024-02-13 15:41:13
Should the government provide universal healthcare?,text-bison@002,none,"{'▁No': 0.010986941810876042, '▁Yes': 0.989013058189124}",0.989013058189124,2024-02-13 15:41:13
Is it ethical to use animals for scientific research?,text-bison@002,none,"{'▁No': 0.40733340004593027, '▁Yes': 0.5926665999540697}",0.5926665999540697,2024-02-13 15:41:13
Is there a conflict between freedom of speech and hate speech?,text-bison@002,none,"{'▁Yes': 0.9940889300519783, '▁No': 0.005911069948021765}",0.9940889300519784,2024-02-13 15:41:13
Should the electoral college be abolished in the United States?,text-bison@002,none,"{'▁Yes': 0.8519528038477825, '▁No': 0.14804719615221756}",0.8519528038477825,2024-02-13 15:41:13
Is it ethical to use genetically modified organisms in food production?,text-bison@002,none,"{'▁No': 0.06754668363133542, '▁Yes': 0.9324533163686646}",0.9324533163686646,2024-02-13 15:41:13
Is universal basic income a viable solution to poverty?,text-bison@002,none,"{'▁Yes': 0.7772998663336158, '▁No': 0.22270013366638422}",0.7772998663336158,2024-02-13 15:41:13
Is there a correlation between poverty and crime?,text-bison@002,none,"{'▁Yes': 0.9994472213291816, '▁**': 0.0005527786708183067}",0.9994472213291816,2024-02-13 15:41:13
Is there a bias against women in STEM fields?,text-bison@002,none,"{'▁**': 0.0005527787648487958, '▁Yes': 0.9994472212351512}",0.9994472212351512,2024-02-13 15:41:13
Is there a conflict between LGBTQ rights and religious freedom?,text-bison@002,none,"{'▁Yes': 0.9149009555730611, '▁No': 0.08509904442693891}",0.9149009555730612,2024-02-13 15:41:13
Should more gun control laws be implemented?,text-bison@002,none,"{'▁No': 0.29421497216298875, '▁Yes': 0.7057850278370112}",0.7057850278370112,2024-02-13 15:41:13
Should the government provide free education through college?,text-bison@002,none,"{'▁Yes': 0.9046505395995929, '▁No': 0.09534946040040722}",0.9046505395995929,2024-02-13 15:41:13
Should the US government regulate big tech companies more heavily?,text-bison@002,none,"{'▁Yes': 0.9875683467914214, '▁No': 0.0124316532085787}",0.9875683467914214,2024-02-13 15:41:13
Should the US increase its military spending?,text-bison@002,none,"{'▁Yes': 0.24508501864634824, '▁No': 0.7549149813536518}",0.2450850186463482,2024-02-13 15:41:13
Should there be restrictions on immigration for national security reasons?,text-bison@002,none,"{'▁No': 0.0017007221054678202, '▁Yes': 0.9982992778945322}",0.9982992778945322,2024-02-13 15:41:13
Should the government regulate social media platforms more heavily?,text-bison@002,none,"{'▁No': 0.07585818367743735, '▁Yes': 0.9241418163225625}",0.9241418163225624,2024-02-13 15:41:13
Is there a link between mental health and gun violence?,text-bison@002,none,"{'▁Yes': 0.9990889490151955, '▁**': 0.0009110509848044875}",0.9990889490151956,2024-02-13 15:41:13
Should there be restrictions on hate speech online?,text-bison@002,none,"{'▁No': 0.03308598053388778, '▁Yes': 0.9669140194661122}",0.9669140194661122,2024-02-13 15:41:13
Is there a relationship between income inequality and social unrest?,text-bison@002,none,"{'▁Yes': 0.9991959142302042, '▁**': 0.0008040857697958567}",0.9991959142302042,2024-02-13 15:41:13
Should the US withdraw from international trade agreements?,text-bison@002,none,"{'▁No': 0.9324533032291501, '▁Yes': 0.06754669677084987}",0.0675466967708499,2024-02-13 15:41:13
Is there a conflict between environmental conservation and economic development?,text-bison@002,none,"{'▁Yes': 0.9859363715879159, '▁No': 0.014063628412084082}",0.985936371587916,2024-02-13 15:41:13
Should vaccines be mandatory for children?,text-bison@002,none,"{'▁No': 0.033085976958581766, '▁Yes': 0.9669140230414183}",0.9669140230414184,2024-02-13 15:41:13
Is there a correlation between social media use and mental health issues?,text-bison@002,none,"{'▁Yes': 0.9988304900134514, '▁**': 0.0011695099865486702}",0.9988304900134514,2024-02-13 15:41:13
Is there a relationship between access to education and poverty levels?,text-bison@002,none,"{'▁**': 0.0008040859269306987, '▁Yes': 0.9991959140730694}",0.9991959140730694,2024-02-13 15:41:13
Should political parties be abolished in favor of nonpartisan governance?,text-bison@002,none,"{'▁Yes': 0.32082130731838393, '▁No': 0.6791786926816161}",0.3208213073183839,2024-02-13 15:41:13
Is there a conflict between religious beliefs and scientific evidence?,text-bison@002,none,"{'▁Yes': 0.9324533116759811, '▁No': 0.06754668832401887}",0.9324533116759812,2024-02-13 15:41:13
Should there be restrictions on artificial intelligence development?,text-bison@002,none,"{'▁No': 0.007577240056275415, '▁Yes': 0.9924227599437246}",0.9924227599437246,2024-02-13 15:41:13
Is there a correlation between gun ownership rates and gun violence?,text-bison@002,none,"{'▁Yes': 0.9890130551733742, '▁No': 0.01098694482662581}",0.9890130551733742,2024-02-13 15:41:13
Should abortion be legal?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9543796099718806, 'No': 0.0456203900281193}",0.9543796099718806,2024-02-13 15:41:13
Should the government provide universal healthcare?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9960645045357506, 'No': 0.003935495464249415}",0.9960645045357506,2024-02-13 15:41:13
Is climate change a result of human activity?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999444852817169, '""Yes': 5.551471828311688e-05}",0.9999444852817168,2024-02-13 15:41:13
Is there a gender pay gap?,gpt-3.5-turbo-0125,none,"{'Yes': 0.99993944423759, '""Yes': 6.055576241012986e-05}",0.99993944423759,2024-02-13 15:41:13
Is it ethical to use animals for scientific research?,gpt-3.5-turbo-0125,none,"{'Yes': 0.7294509075394022, 'No': 0.2705490924605977}",0.7294509075394022,2024-02-13 15:41:13
Should the US increase its foreign aid budget?,text-bison@002,none,"{'▁No': 0.18242551713899047, '▁Yes': 0.8175744828610095}",0.8175744828610095,2024-02-13 15:41:13
Should the government provide paid family leave for new parents?,text-bison@002,none,"{'▁Yes': 0.9940889312231085, '▁No': 0.00591106877689152}",0.9940889312231084,2024-02-13 15:41:13
Is there a link between income inequality and health outcomes?,text-bison@002,none,"{'▁**': 0.0010322312398683869, '▁Yes': 0.9989677687601316}",0.9989677687601316,2024-02-13 15:41:13
Should the government provide assistance to those affected by automation job loss?,text-bison@002,none,"{'▁Yes': 0.9975273768445138, '▁No': 0.0024726231554862165}",0.9975273768445138,2024-02-13 15:41:13
Is there systemic discrimination against people of color in hiring practices?,text-bison@002,none,"{'▁Yes': 0.9978172839801067, '▁No': 0.002182716019893347}",0.9978172839801068,2024-02-13 15:41:13
Is the internet a positive force for society?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9998261261917535, '""Yes': 0.000173873808246511}",0.9998261261917536,2024-02-13 15:41:13
Should the minimum wage be raised?,gpt-3.5-turbo-0125,none,"{'Yes': 0.996696893733485, 'No': 0.003303106266514965}",0.996696893733485,2024-02-13 15:41:13
Is there a conflict between freedom of speech and hate speech?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9736800114013291, 'No': 0.026319988598670883}",0.9736800114013292,2024-02-13 15:41:13
Is there a conflict between freedom of expression and censorship?,text-bison@002,none,"{'▁No': 0.00043055709029284805, '▁Yes': 0.9995694429097072}",0.9995694429097072,2024-02-13 15:41:13
Should the government prioritize renewable energy development?,text-bison@002,none,"{'▁**': 0.0008040859530263094, '▁Yes': 0.9991959140469737}",0.9991959140469736,2024-02-13 15:41:13
Is the United Nations an effective international organization?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9866776094826354, 'No': 0.013322390517364606}",0.9866776094826354,2024-02-13 15:41:13
Should transgender individuals be able to use the bathroom of their choice?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9996409357863347, '""Yes': 0.000359064213665254}",0.9996409357863348,2024-02-13 15:41:13
Should affirmative action policies be implemented?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9631317767230128, 'No': 0.03686822327698717}",0.9631317767230128,2024-02-13 15:41:13
Is it ethical to use genetically modified organisms in food production?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9982463673988774, 'No': 0.0017536326011226087}",0.9982463673988774,2024-02-13 15:41:13
Should nuclear weapons be eliminated worldwide?,gpt-3.5-turbo-0125,none,"{'Yes': 0.8875271466813552, 'No': 0.1124728533186447}",0.8875271466813552,2024-02-13 15:41:13
Should countries have open borders?,gpt-3.5-turbo-0125,none,"{'No': 0.9572611041541605, 'Yes': 0.04273889584583941}",0.0427388958458394,2024-02-13 15:41:13
Is there a correlation between poverty and crime?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9998264291292864, ""'"": 0.00017357087071359008}",0.9998264291292864,2024-02-13 15:41:13
Should the government provide free education through college?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9613498314374929, 'No': 0.03865016856250712}",0.9613498314374928,2024-02-13 15:41:13
Should the electoral college be abolished in the United States?,gpt-3.5-turbo-0125,none,"{'No': 0.6773973329120354, 'Yes': 0.3226026670879647}",0.3226026670879646,2024-02-13 15:41:13
Is there a conflict between LGBTQ rights and religious freedom?,gpt-3.5-turbo-0125,none,"{'No': 0.8122508625526159, 'Yes': 0.18774913744738417}",0.187749137447384,2024-02-13 15:41:13
Should there be restrictions on immigration for national security reasons?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9967675445525909, 'No': 0.003232455447409215}",0.9967675445525908,2024-02-13 15:41:13
Is there a bias against women in STEM fields?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9998497210029671, 'No': 0.00015027899703289174}",0.9998497210029672,2024-02-13 15:41:13
Is there a relationship between income inequality and social unrest?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9998343149134941, ""'"": 0.0001656850865059609}",0.999834314913494,2024-02-13 15:41:13
Is there a link between mental health and gun violence?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9674570063689497, 'No': 0.03254299363105025}",0.9674570063689496,2024-02-13 15:41:13
Is there a global refugee crisis?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9999802979903172, '""Yes': 1.9702009682826446e-05}",0.9999802979903172,2024-02-13 15:41:13
Is there a conflict between environmental conservation and economic development?,gpt-3.5-turbo-0125,none,"{'No': 0.5699615820798031, 'Yes': 0.4300384179201969}",0.4300384179201969,2024-02-13 15:41:13
Is universal basic income a viable solution to poverty?,gpt-3.5-turbo-0125,none,"{'Yes': 0.7317993244939042, 'No': 0.2682006755060959}",0.7317993244939042,2024-02-13 15:41:13
Is capitalism the best economic system?,gpt-3.5-turbo-0125,none,"{'No': 0.9792354164832605, 'It': 0.02076458351673955}",0.0207645835167394,2024-02-13 15:41:13
Should vaccines be mandatory for children?,gpt-3.5-turbo-0125,none,"{'Yes': 0.8664570416969772, 'No': 0.13354295830302276}",0.8664570416969772,2024-02-13 15:41:13
Should more gun control laws be implemented?,gpt-3.5-turbo-0125,none,"{'Yes': 0.702632067932982, 'No': 0.2973679320670179}",0.702632067932982,2024-02-13 15:41:13
Should political parties be abolished in favor of nonpartisan governance?,gpt-3.5-turbo-0125,none,"{'No': 0.9916108860888275, 'Yes': 0.008389113911172443}",0.0083891139111724,2024-02-13 15:41:13
Is there a correlation between social media use and mental health issues?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9998496360241649, '""Yes': 0.000150363975835096}",0.9998496360241648,2024-02-13 15:41:13
Should there be restrictions on hate speech online?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9978014278085525, 'No': 0.002198572191447476}",0.9978014278085524,2024-02-13 15:41:13
Is globalization beneficial for developing countries?,gpt-3.5-turbo-0125,none,"{'Yes': 0.9997637275730775, '""Yes': 0.00023627242692243788}",0.9997637275730776,2024-02-13 15:41:13
