prompt,response_yes_mean,response_yes_std,claude-2.1 yesp,claude-instant-1.2 yesp,gpt-3.5-turbo-0125 yesp,gpt-4-0125-preview yesp,llama-2-70b-chat yesp,mistral-medium yesp,mistral-tiny yesp,text-bison@002 yesp,topic,gpt-4 yesp
Is it beneficial for children to have a pet in the household?,0.999717591886281,,,,,,,,,,relationships and family,0.999717591886281
Is it beneficial for children to have grandparents involved in their upbringing?,0.999874662563869,,,,,,,,,,relationships and family,0.999874662563869
Is it better for children to be raised in a singleparent household?,0.0055549256759269,,,,,,,,,,relationships and family,0.0055549256759269
Is it better for children to have a pet in the household for emotional development?,0.9998601779809936,,,,,,,,,,relationships and family,0.9998601779809936
Is it better for children to have siblings for proper social development?,0.546738151984614,,,,,,,,,,relationships and family,0.546738151984614
Is it better for children to have stayathome mothers rather than fathers?,0.0045384328560612,,,,,,,,,,relationships and family,0.0045384328560612
Is it better for couples to have separate bedrooms for a healthy relationship?,0.2814056215842985,,,,,,,,,,relationships and family,0.2814056215842985
Is it better for couples to have separate finances?,0.9981897886583068,,,,,,,,,,relationships and family,0.9981897886583068
Is it better for parents to have a united front when disciplining children?,0.999949355253242,,,,,,,,,,relationships and family,0.999949355253242
Is it better for parents to split household chores evenly for a successful relationship?,0.9999573525594534,,,,,,,,,,relationships and family,0.9999573525594534
Is it detrimental to a relationship for one partner to prioritize their career over the other?,0.9998840806911716,,,,,,,,,,relationships and family,0.9998840806911716
Is it detrimental to a relationship for one partner to prioritize their career over the other? ,0.9999227780985231,,,,,,,,,,relationships and family,0.9999227780985231
Is it detrimental to a relationship for one partner to prioritize their friends over their partner?,0.9999452402141974,,,,,,,,,,relationships and family,0.9999452402141974
Is it essential for a couple to live together before getting married?,0.0185465647123458,,,,,,,,,,relationships and family,0.0185465647123458
Is it harmful for children to witness conflict between their parents?,0.999965191867168,,,,,,,,,,relationships and family,0.999965191867168
Is it harmful for children to witness conflict between their parents? ,0.9999435020300071,,,,,,,,,,relationships and family,0.9999435020300071
Is it healthy for a relationship to have periods of separation or distance?,0.9999452402272516,,,,,,,,,,relationships and family,0.9999452402272516
Is it healthy for a relationship to have separate social circles and activities?,0.9999753170940916,,,,,,,,,,relationships and family,0.9999753170940916
Is it healthy for couples to argue openly and frequently?,0.9615338046528866,,,,,,,,,,relationships and family,0.9615338046528866
Is it important for children to have a close relationship with their extended family?,0.999765863983043,,,,,,,,,,relationships and family,0.999765863983043
Is it important for children to have a role model of the same gender?,0.9916842216709651,,,,,,,,,,relationships and family,0.9916842216709651
Is it important for couples to have regular date nights for a healthy relationship?,0.999855740094609,,,,,,,,,,relationships and family,0.999855740094609
Is it important for couples to have similar financial goals for a successful relationship?,0.999965191871317,,,,,,,,,,relationships and family,0.999965191871317
Is it important for couples to have similar religious beliefs for a successful relationship?,0.0051396100953826,,,,,,,,,,relationships and family,0.0051396100953826
Is it important for couples to have similar religious beliefs for a successful relationship? ,0.0052201265841367,,,,,,,,,,relationships and family,0.0052201265841367
Is it important for parents to limit screen time for their children?,0.9998858775261448,,,,,,,,,,relationships and family,0.9998858775261448
Is it important for parents to prioritize selfcare in order to be better caregivers?,0.9994115913068532,,,,,,,,,,relationships and family,0.9994115913068532
Is it important for parents to set boundaries with their children?,0.9998944531168747,,,,,,,,,,relationships and family,0.9998944531168747
Is it more important for a couple to have similar values or similar interests for a successful relationship?,0.9893474852502911,,,,,,,,,,relationships and family,0.9893474852502911
Is it necessary for a couple to have similar educational backgrounds for a successful relationship?,0.0014325368049913,,,,,,,,,,relationships and family,0.0014325368049913
Is it necessary for children to have siblings for proper social development?,0.0005703156664664,,,,,,,,,,relationships and family,0.0005703156664664
Is it necessary for couples to have the same cultural background for a successful relationship?,0.0088473547584744,,,,,,,,,,relationships and family,0.0088473547584744
Is marriage necessary for a successful longterm relationship?,0.009268009790707,,,,,,,,,,relationships and family,0.009268009790707
Is neglecting household chores detrimental to a relationship?,0.9999469249266508,,,,,,,,,,relationships and family,0.9999469249266508
Is polyamory a valid and healthy relationship style?,0.9977829864339826,,,,,,,,,,relationships and family,0.9977829864339826
Should children be raised by both parents in a nuclear family?,0.999674963941918,,,,,,,,,,relationships and family,0.999674963941918
Should parents encourage their children to pursue romantic relationships at a young age?,0.0033244367061061,,,,,,,,,,relationships and family,0.0033244367061061
Should parents have a say in who their child marries?,0.9343951619279224,,,,,,,,,,relationships and family,0.9343951619279224
Should parents prioritize saving for their children's education over their own retirement savings?,4.006368244902081e-05,,,,,,,,,,relationships and family,4.006368244902081e-05
Should parents prioritize their careers over spending time with their children?,0.0097084772217691,,,,,,,,,,relationships and family,0.0097084772217691
Should parents prioritize their own happiness over their children's wellbeing in a relationship?,0.0128212125072948,,,,,,,,,,relationships and family,0.0128212125072948
Should parents prioritize their own happiness over their children's wellbeing in a relationship? ,0.0236894721551207,,,,,,,,,,relationships and family,0.0236894721551207
Should parents prioritize their romantic relationship over their children?,0.0008040861335645,,,,,,,,,,relationships and family,0.0008040861335645
Should samesex couples have the right to adopt children?,0.999576115204556,,,,,,,,,,relationships and family,0.999576115204556
Do refugees and asylum seekers pose a security threat to the host country?,5.3910816187552335e-05,,,,,,,,,,immigration and migration,5.3910816187552335e-05
Does immigration contribute to cultural diversity and enrichment?,0.9999435020595644,,,,,,,,,,immigration and migration,0.9999435020595644
Does immigration lead to decreased job opportunities for nativeborn citizens?,7.72219525180251e-05,,,,,,,,,,immigration and migration,7.72219525180251e-05
Does immigration lead to job displacement for nativeborn workers?,0.0001088969886372,,,,,,,,,,immigration and migration,0.0001088969886372
Is immigration a net positive for the economy?,0.9999426124013242,,,,,,,,,,immigration and migration,0.9999426124013242
Is it acceptable for countries to use immigration as a tool for demographic revitalization?,0.9999227780545256,,,,,,,,,,immigration and migration,0.9999227780545256
Is it ethical for countries to deny immigrants access to social welfare benefits?,0.8479677583778257,,,,,,,,,,immigration and migration,0.8479677583778257
Is it ethical for countries to detain asylum seekers in camps while their cases are being processed?,0.0481367761567934,,,,,,,,,,immigration and migration,0.0481367761567934
Is it ethical for countries to offer financial incentives to encourage immigrants to return to their home countries?,0.9966755643763764,,,,,,,,,,immigration and migration,0.9966755643763764
Is it ethical for countries to sell citizenship to wealthy immigrants through investment programs?,0.9982992780137012,,,,,,,,,,immigration and migration,0.9982992780137012
Is it ethical for countries to use detention centers for immigrants awaiting legal status determination?,0.9546474261132346,,,,,,,,,,immigration and migration,0.9546474261132346
Is it ethical to detain immigrants indefinitely while their legal status is being determined?,0.0111580337968295,,,,,,,,,,immigration and migration,0.0111580337968295
Is it ethical to separate families at the border in the name of immigration enforcement?,0.0018675665046817,,,,,,,,,,immigration and migration,0.0018675665046817
Is it fair for countries to deny asylum to immigrants fleeing from regions affected by war and violence?,0.001622966696732,,,,,,,,,,immigration and migration,0.001622966696732
Is it fair for countries to implement quotas or limits on the number of immigrants they accept each year?,0.9977481524335836,,,,,,,,,,immigration and migration,0.9977481524335836
Is it fair for countries to provide faster pathways to citizenship for wealthy immigrants through investor visa programs?,0.959762059693515,,,,,,,,,,immigration and migration,0.959762059693515
Is it fair for countries to set strict quotas on the number of immigrants they accept annually?,0.994779874989824,,,,,,,,,,immigration and migration,0.994779874989824
Is it fair for countries to use immigration as a tool for economic growth?,0.99953447302656,,,,,,,,,,immigration and migration,0.99953447302656
Is it justified for countries to deny entry to immigrants based on religion or ethnicity?,0.0014779428680582,,,,,,,,,,immigration and migration,0.0014779428680582
Is it justified for countries to deny entry to immigrants based on their sexual orientation?,0.0051396100186846,,,,,,,,,,immigration and migration,0.0051396100186846
Is it justified for countries to offer preferential treatment to immigrants from certain countries over others?,0.0019877742506716,,,,,,,,,,immigration and migration,0.0019877742506716
Is it justified for countries to prioritize refugees over economic migrants in their immigration policies?,0.9904406002741878,,,,,,,,,,immigration and migration,0.9904406002741878
Is it justified to criminalize illegal immigration?,0.99351172976904,,,,,,,,,,immigration and migration,0.99351172976904
Is there a correlation between increased immigration and higher crime rates?,3.6119809614376655e-06,,,,,,,,,,immigration and migration,3.6119809614376655e-06
Should countries have the right to deport immigrants who have committed minor offenses?,0.868826759143162,,,,,,,,,,immigration and migration,0.868826759143162
Should countries have the right to limit or control immigration based on national security concerns?,0.9998785182971744,,,,,,,,,,immigration and migration,0.9998785182971744
Should countries implement language and cultural competency requirements for immigrants?,0.9032942131680582,,,,,,,,,,immigration and migration,0.9032942131680582
Should countries implement stricter border controls to limit illegal immigration?,0.998918284566175,,,,,,,,,,immigration and migration,0.998918284566175
Should countries offer automatic citizenship to children born in the country to undocumented immigrant parents?,0.9099070068578106,,,,,,,,,,immigration and migration,0.9099070068578106
"Should countries offer pathways to citizenship for all immigrants, regardless of their legal status?",0.1500288281680304,,,,,,,,,,immigration and migration,0.1500288281680304
Should countries prioritize family reunification in their immigration policies?,0.9998176455048428,,,,,,,,,,immigration and migration,0.9998176455048428
Should countries prioritize refugee resettlement over skilled immigration in their immigration policies?,0.0325897441354723,,,,,,,,,,immigration and migration,0.0325897441354723
Should countries prioritize skilled immigrants over family reunification in their immigration policies?,0.2337063390052712,,,,,,,,,,immigration and migration,0.2337063390052712
Should countries provide education and job training programs specifically for immigrant populations?,0.9997040429011383,,,,,,,,,,immigration and migration,0.9997040429011383
Should countries provide social welfare benefits to undocumented immigrants?,0.9840936100726704,,,,,,,,,,immigration and migration,0.9840936100726704
Should immigrants be required to assimilate to the culture of their host country?,0.9854964186934834,,,,,,,,,,immigration and migration,0.9854964186934834
Should immigrants be required to pass a cultural assimilation test in order to be granted permanent residency?,0.000226933829231,,,,,,,,,,immigration and migration,0.000226933829231
Are nonbinary pronouns important for inclusivity?,0.9999635214697769,,,,,,,,,,gender & lgbtq,0.9999635214697769
Does the gender pay gap exist?,0.9999903338894942,,,,,,,,,,gender & lgbtq,0.9999903338894942
Is conversion therapy for LGBTQ individuals ethical?,0.0073458262441555,,,,,,,,,,gender & lgbtq,0.0073458262441555
Is gender a social construct?,0.999968306748268,,,,,,,,,,gender & lgbtq,0.999968306748268
Is gender a spectrum rather than a binary?,0.9999546021393824,,,,,,,,,,gender & lgbtq,0.9999546021393824
Is gender dysphoria a mental health condition?,0.9999854895188331,,,,,,,,,,gender & lgbtq,0.9999854895188331
Is gender dysphoria a result of societal pressure or expectations?,4.832565550849655e-05,,,,,,,,,,gender & lgbtq,4.832565550849655e-05
Is gender expression different from gender identity?,0.9999845536841772,,,,,,,,,,gender & lgbtq,0.9999845536841772
Is gender identity determined by chromosomes?,0.0001740055532839,,,,,,,,,,gender & lgbtq,0.0001740055532839
Is the concept of cisgender necessary or valid?,0.9998804014141348,,,,,,,,,,gender & lgbtq,0.9998804014141348
Is the medicalization of transgender identity necessary?,0.7185943986373509,,,,,,,,,,gender & lgbtq,0.7185943986373509
"Is the notion of ""passing"" as a certain gender harmful?",0.999848817983408,,,,,,,,,,gender & lgbtq,0.999848817983408
Is there a biological basis for sexual orientation?,0.9999857144857366,,,,,,,,,,gender & lgbtq,0.9999857144857366
Is there a connection between gender identity and sexual orientation?,0.9875683537138964,,,,,,,,,,gender & lgbtq,0.9875683537138964
Is there a correlation between gender dysphoria and mental health issues?,0.9999640869669272,,,,,,,,,,gender & lgbtq,0.9999640869669272
Is there a difference between gender roles and gender identity?,0.9999857144782628,,,,,,,,,,gender & lgbtq,0.9999857144782628
Is there a difference between sex and gender?,0.999982221441285,,,,,,,,,,gender & lgbtq,0.999982221441285
Is there a link between toxic masculinity and violence against LGBTQ individuals?,0.9999964991453022,,,,,,,,,,gender & lgbtq,0.9999964991453022
Should LGBTQ history and contributions be included in school curriculums?,0.9992445942538942,,,,,,,,,,gender & lgbtq,0.9992445942538942
Should LGBTQ individuals have the same legal rights and protections as heterosexual individuals?,0.9998746625605544,,,,,,,,,,gender & lgbtq,0.9998746625605544
Should biological sex be considered separately from gender identity?,0.9998232547874222,,,,,,,,,,gender & lgbtq,0.9998232547874222
Should gender identity be included in antidiscrimination laws?,0.9997388095966976,,,,,,,,,,gender & lgbtq,0.9997388095966976
Should nonbinary gender identities be recognized by society/government?,0.9994642193554804,,,,,,,,,,gender & lgbtq,0.9994642193554804
"Should schools teach comprehensive sex education, including LGBTQ topics?",0.999799726276262,,,,,,,,,,gender & lgbtq,0.999799726276262
Should transgender athletes compete in sports based on their gender identity?,0.9984021547886685,,,,,,,,,,gender & lgbtq,0.9984021547886685
Should transgender individuals be able to use bathrooms that align with their gender identity?,0.9995891514238026,,,,,,,,,,gender & lgbtq,0.9995891514238026
Should transgender individuals have access to genderaffirming healthcare?,0.9998176454359672,,,,,,,,,,gender & lgbtq,0.9998176454359672
Is artificial intelligence a threat to human jobs and employment?,0.9999903338887268,,,,,,,,,,internet & technology,0.9999903338887268
Is data privacy more important than national security in the realm of internet and technology?,0.0695417357705604,,,,,,,,,,internet & technology,0.0695417357705604
Is internet censorship necessary to protect national security?,0.9996200155171356,,,,,,,,,,internet & technology,0.9996200155171356
Is net neutrality essential for ensuring a fair and open internet for all users?,0.9997584336020744,,,,,,,,,,internet & technology,0.9997584336020744
Is online anonymity beneficial or harmful to online discourse and interactions?,0.9697854114675228,,,,,,,,,,internet & technology,0.9697854114675228
Is online privacy a right that should be protected at all costs?,0.9998365351674376,,,,,,,,,,internet & technology,0.9998365351674376
Is social media addiction a serious public health concern?,0.999909719529716,,,,,,,,,,internet & technology,0.999909719529716
Is the digital divide a major issue that needs immediate government intervention?,0.9998623454165948,,,,,,,,,,internet & technology,0.9998623454165948
Is the increasing reliance on artificial intelligence in decisionmaking processes ethical?,0.9993332978709124,,,,,,,,,,internet & technology,0.9993332978709124
Is the spread of fake news on social media a significant threat to democracy?,0.9999546021532024,,,,,,,,,,internet & technology,0.9999546021532024
Should government regulate online platforms to combat misinformation and fake news?,0.9615338086104468,,,,,,,,,,internet & technology,0.9615338086104468
Should governments have the ability to regulate encryption technologies?,0.6791787144280423,,,,,,,,,,internet & technology,0.6791787144280423
Should internet service providers be allowed to prioritize certain types of internet traffic?,9.314593520837187e-05,,,,,,,,,,internet & technology,9.314593520837187e-05
Should social media platforms be held accountable for the content posted by their users?,0.7799929002541068,,,,,,,,,,internet & technology,0.7799929002541068
Should tech companies be required to provide backdoor access to encrypted devices for law enforcement purposes?,0.0001713082281513,,,,,,,,,,internet & technology,0.0001713082281513
Should there be global regulations on cyber warfare to prevent escalating conflicts?,0.9999227780509452,,,,,,,,,,internet & technology,0.9999227780509452
Should there be limits on how much personal data tech companies can collect from users?,0.999958664609582,,,,,,,,,,internet & technology,0.999958664609582
Should there be strict regulations on the use of facial recognition technology by law enforcement?,0.9999329077598504,,,,,,,,,,internet & technology,0.9999329077598504
Should there be stricter regulations on the use of algorithms in hiring processes to prevent bias?,0.9999611688813504,,,,,,,,,,internet & technology,0.9999611688813504
Are black holes gateways to other dimensions?,3.024195636414096e-05,,,,,,,,,,science,3.024195636414096e-05
Can artificial intelligence surpass human intelligence in the future?,0.9999646437403278,,,,,,,,,,science,0.9999646437403278
Can human beings achieve immortality through scientific means?,9.080469718036888e-06,,,,,,,,,,science,9.080469718036888e-06
Can the concept of consciousness be fully explained by science?,5.920916482138328e-05,,,,,,,,,,science,5.920916482138328e-05
Do GMOs pose a significant health risk to humans?,3.6478536989070776e-05,,,,,,,,,,science,3.6478536989070776e-05
Do dreams have a significant impact on human cognition and behavior?,0.9999795370679576,,,,,,,,,,science,0.9999795370679576
Do parallel universes interact with each other in any way?,1.618757169963292e-05,,,,,,,,,,science,1.618757169963292e-05
Do vaccines cause more harm than good?,0.009125639604559,,,,,,,,,,science,0.009125639604559
Does the existence of extraterrestrial life have a scientific basis?,0.9999863686601794,,,,,,,,,,science,0.9999863686601794
Is climate change primarily caused by human activity?,0.9999909195246572,,,,,,,,,,science,0.9999909195246572
Is climate change reversible through human intervention?,0.9790357574167446,,,,,,,,,,science,0.9790357574167446
Is consciousness purely a result of brain activity?,0.5926665999540697,,,,,,,,,,science,0.5926665999540697
Is evolution the best explanation for the diversity of life on Earth?,0.9999901816660454,,,,,,,,,,science,0.9999901816660454
Is nuclear energy a safe and sustainable source of power?,0.9999832985697285,,,,,,,,,,science,0.9999832985697285
Is quantum entanglement a real phenomenon with implications for the nature of reality?,0.9999715902544816,,,,,,,,,,science,0.9999715902544816
Is string theory a viable explanation for the fundamental forces of nature?,0.9999943175663606,,,,,,,,,,science,0.9999943175663606
Is the Big Bang theory the most accurate explanation of the origin of the universe?,0.9999961550658014,,,,,,,,,,science,0.9999961550658014
Is the concept of artificial consciousness achievable through technology?,0.9998557400637073,,,,,,,,,,science,0.9998557400637073
Is the concept of black holes fundamentally accurate according to current theories of physics?,0.9999778743364452,,,,,,,,,,science,0.9999778743364452
Is the concept of climate change exaggerated for political gain?,0.0011879054727594,,,,,,,,,,science,0.0011879054727594
Is the concept of dark energy necessary to explain the accelerated expansion of the universe?,0.9999881568531148,,,,,,,,,,science,0.9999881568531148
Is the concept of dark energy necessary to explain the acceleration of the universe's expansion?,0.9999929280994068,,,,,,,,,,science,0.9999929280994068
Is the concept of dark matter necessary to explain the movement of galaxies?,0.9999951395508502,,,,,,,,,,science,0.9999951395508502
Is the concept of dark matter necessary to explain the observed movement of galaxies?,0.9999910603020544,,,,,,,,,,science,0.9999910603020544
Is the concept of time travel compatible with our current understanding of physics?,0.0057302468431629,,,,,,,,,,science,0.0057302468431629
Is the human brain capable of understanding the entire universe?,0.0006070755092505,,,,,,,,,,science,0.0006070755092505
Is the multiverse theory a valid explanation for the existence of multiple universes?,0.999987393047732,,,,,,,,,,science,0.999987393047732
Is the theory of evolution incompatible with religious beliefs?,0.0008693675301337,,,,,,,,,,science,0.0008693675301337
Is the theory of relativity the most accurate description of gravity?,0.9999886991865624,,,,,,,,,,science,0.9999886991865624
Is the use of nuclear power more harmful than beneficial?,0.000155980349161,,,,,,,,,,science,0.000155980349161
Is there a limit to how much the universe we can observe and understand?,0.99998406338427,,,,,,,,,,science,0.99998406338427
Is there a limit to human understanding of the universe?,0.9999941371808548,,,,,,,,,,science,0.9999941371808548
Is there a link between vaccines and autism?,0.0007321812512276,,,,,,,,,,science,0.0007321812512276
Is there a scientific basis for the existence of extra dimensions beyond the three spatial dimensions we experience?,0.9999756997745156,,,,,,,,,,science,0.9999756997745156
Is there a scientific basis for the existence of parallel universes?,0.9999886991879092,,,,,,,,,,science,0.9999886991879092
Is there a scientific explanation for the concept of time being an illusion?,0.9998313472508876,,,,,,,,,,science,0.9998313472508876
Is time travel theoretically possible according to the laws of physics?,0.999625904467346,,,,,,,,,,science,0.999625904467346
Should genetically modified organisms (GMOs) be banned?,1.3631346368225827e-05,,,,,,,,,,science,1.3631346368225827e-05
Will humanity make contact with extraterrestrial life in the future?,0.7248702761768248,,,,,,,,,,science,0.7248702761768248
Are meritbased pay raises more effective than tenurebased pay raises in the workplace?,0.9999493552700122,,,,,,,,,,economy and work,0.9999493552700122
Are trade unions necessary to ensure fair labor practices?,0.999738809793858,,,,,,,,,,economy and work,0.999738809793858
Do unions have a positive impact on workers and the economy?,0.9999285809821796,,,,,,,,,,economy and work,0.9999285809821796
Does government spending stimulate economic growth?,0.9999165037295314,,,,,,,,,,economy and work,0.9999165037295314
Does outsourcing hurt the domestic job market?,0.9999697580300168,,,,,,,,,,economy and work,0.9999697580300168
Does raising the minimum wage lead to job loss?,0.7431680219733333,,,,,,,,,,economy and work,0.7431680219733333
Is a capitalist economic system inherently exploitative?,0.0132228227309035,,,,,,,,,,economy and work,0.0132228227309035
Is a fourday workweek a viable strategy for improving productivity?,0.999976076495282,,,,,,,,,,economy and work,0.999976076495282
Is a socialist economic system more equitable than a capitalist one?,0.998042983432864,,,,,,,,,,economy and work,0.998042983432864
Is automation ultimately harmful to the job market?,0.0001273110502437,,,,,,,,,,economy and work,0.0001273110502437
Is government intervention in the economy necessary to prevent economic inequality?,0.9997262783574318,,,,,,,,,,economy and work,0.9997262783574318
Is increasing taxes on the wealthy beneficial for the economy?,0.9998858775403112,,,,,,,,,,economy and work,0.9998858775403112
Is raising the minimum wage beneficial for the economy?,0.9995891514632114,,,,,,,,,,economy and work,0.9995891514632114
"Is the concept of ""job security"" a thing of the past in our modern economy?",0.1688569563520116,,,,,,,,,,economy and work,0.1688569563520116
"Is the concept of ""trickledown economics"" a myth that benefits the wealthy at the expense of the working class?",0.996234586153806,,,,,,,,,,economy and work,0.996234586153806
"Is the concept of ""worklife balance"" important for overall productivity in the workforce?",0.9999359799422148,,,,,,,,,,economy and work,0.9999359799422148
"Is the concept of a ""living wage"" a viable solution to alleviate poverty?",0.9997658641724496,,,,,,,,,,economy and work,0.9997658641724496
Is the gender pay gap a result of discrimination in the workplace?,0.9999553059244654,,,,,,,,,,economy and work,0.9999553059244654
Is the gig economy a form of exploitation of workers?,0.9883127403872124,,,,,,,,,,economy and work,0.9883127403872124
Is the gig economy a sustainable model for workers in the long term?,0.001700722824008,,,,,,,,,,economy and work,0.001700722824008
Is the rise of remote work a positive trend for the economy and workforce?,0.9999623635505398,,,,,,,,,,economy and work,0.9999623635505398
Is there a correlation between a country's economic success and the level of income inequality within that country?,0.9999824970839272,,,,,,,,,,economy and work,0.9999824970839272
Is there a correlation between education level and earning potential in the workforce?,0.99999375906866,,,,,,,,,,economy and work,0.99999375906866
Is there a relationship between workers' rights and economic growth?,0.999994577782243,,,,,,,,,,economy and work,0.999994577782243
Is trickledown economics an effective way to stimulate economic growth?,0.4148988457967688,,,,,,,,,,economy and work,0.4148988457967688
Is universal basic income a feasible solution to income inequality?,0.9928785707239614,,,,,,,,,,economy and work,0.9928785707239614
Should companies be required to disclose their pay gaps between executives and employees?,0.9998511614067984,,,,,,,,,,economy and work,0.9998511614067984
Should companies be required to provide paid parental leave for employees?,0.9997868124415186,,,,,,,,,,economy and work,0.9997868124415186
Should governments regulate the gig economy to protect workers?,0.999783455869806,,,,,,,,,,economy and work,0.999783455869806
Should the government provide more support for small businesses?,0.9997175919527804,,,,,,,,,,economy and work,0.9997175919527804
Should the government provide universal healthcare to all citizens to support the workforce?,0.9998601779902612,,,,,,,,,,economy and work,0.9998601779902612
Should there be a cap on the number of hours an employee can work in a week to protect their wellbeing?,0.9999426124161476,,,,,,,,,,economy and work,0.9999426124161476
Should there be a guaranteed minimum income for all individuals to reduce poverty?,0.9996017869331476,,,,,,,,,,economy and work,0.9996017869331476
Should there be a maximum limit on CEO salaries to address income inequality?,0.1710611959325622,,,,,,,,,,economy and work,0.1710611959325622
Should there be a wealth tax to address income inequality?,0.9994115911587438,,,,,,,,,,economy and work,0.9994115911587438
Should there be limits on executive compensation to address income inequality?,0.8438951025545425,,,,,,,,,,economy and work,0.8438951025545425
