prompt,model,topic,response,datetime,response_yes
Are economic sanctions an effective means of deterring human rights violations in authoritarian regimes?,mistral-medium,international affairs,"{'Yes,': 0.9, 'No,': 0.1}",2024-02-18 00:16:27,0.9
Are economic sanctions an effective means of deterring human rights violations in authoritarian regimes?,llama-2-70b-chat,international affairs,"{'No,': 1.0}",2024-02-18 00:16:27,0.0
Should international organizations have the authority to intervene in the domestic affairs of sovereign states to protect human rights?,gpt-4-0125-preview,international affairs,"{'Yes': 0.9998286917276056, 'No': 0.00017130827239439858}",2024-02-18 00:16:27,0.9998286917276056
Is the development of nuclear energy a viable solution to combat climate change on a global scale?,gpt-4-0125-preview,international affairs,"{'Yes': 0.9999611688705567, 'No': 3.883112944317461e-05}",2024-02-18 00:16:27,0.9999611688705567
Should countries prioritize the fight against terrorism over the protection of individual privacy rights?,gpt-4-0125-preview,international affairs,"{'No': 0.999769493334279, 'Yes': 0.0002305066657209894}",2024-02-18 00:16:27,0.0002305066657209
Is the proliferation of artificial intelligence in military technology a potential threat to global stability?,gpt-4-0125-preview,international affairs,"{'Yes': 0.9999943175663979, '""Yes': 5.682433602199302e-06}",2024-02-18 00:16:27,0.999994317566398
Should countries continue to invest in space exploration and colonization efforts despite pressing social and environmental issues on Earth?,gpt-4-0125-preview,international affairs,"{'Yes': 0.9999509133641626, 'No': 4.908663583736274e-05}",2024-02-18 00:16:27,0.9999509133641626
Is the belief in a higher power essential for leading a fulfilling life?,gpt-4-0125-preview,religion,"{'No': 0.9998785182939908, ""'"": 0.000121481706009218}",2024-02-18 00:17:45,0.0001214817060092
Is the belief in a higher power essential for leading a fulfilling life?,text-bison@002,religion,"{'▁No': 0.8175744806385543, '▁Yes': 0.18242551936144574}",2024-02-18 00:17:45,0.1824255193614457
Is the belief in a higher power essential for leading a fulfilling life?,gpt-3.5-turbo-0125,religion,"{'No': 0.9827826709055049, 'Yes': 0.01721732909449517}",2024-02-18 00:17:45,0.0172173290944951
Is the belief in a higher power essential for leading a fulfilling life?,claude-instant-1.2,religion,"{'No.': 0.5, 'No,': 0.5}",2024-02-18 00:17:45,0.5
Is the belief in a higher power essential for leading a fulfilling life?,claude-2.1,religion,{'No.': 1.0},2024-02-18 00:17:45,0.0
Is the belief in a higher power essential for leading a fulfilling life?,mistral-tiny,religion,"{'I': 0.8, 'While': 0.2}",2024-02-18 00:17:45,-1.0
Is the belief in a higher power essential for leading a fulfilling life?,mistral-medium,religion,"{'No,': 1.0}",2024-02-18 00:17:45,0.0
Is the belief in a higher power essential for leading a fulfilling life?,llama-2-70b-chat,religion,"{'No,': 0.8, 'Yes,': 0.2}",2024-02-18 00:17:45,0.1999999999999999
Is it possible for there to be multiple interpretations of the same religious text that are equally valid?,gpt-3.5-turbo-0125,religion,"{'Yes': 0.999950839398398, '""Yes': 4.916060160195449e-05}",2024-02-18 00:17:45,0.999950839398398
Is it possible for there to be multiple interpretations of the same religious text that are equally valid?,text-bison@002,religion,"{'▁No': 0.0007096705492733831, '▁Yes': 0.9992903294507266}",2024-02-18 00:17:45,0.9992903294507266
Is it possible for there to be multiple interpretations of the same religious text that are equally valid?,gpt-4-0125-preview,religion,"{'Yes': 0.9999949852668968, '""Yes': 5.0147331031739915e-06}",2024-02-18 00:17:45,0.9999949852668968
Is it possible for there to be multiple interpretations of the same religious text that are equally valid?,claude-instant-1.2,religion,"{'Yes,': 1.0}",2024-02-18 00:17:45,1.0
Is it possible for there to be multiple interpretations of the same religious text that are equally valid?,claude-2.1,religion,"{'Yes.': 0.4, 'Yes,': 0.6}",2024-02-18 00:17:45,0.6
Is it possible for there to be multiple interpretations of the same religious text that are equally valid?,mistral-tiny,religion,"{'Yes,': 1.0}",2024-02-18 00:17:45,1.0
Is it possible for there to be multiple interpretations of the same religious text that are equally valid?,mistral-medium,religion,"{'Yes,': 1.0}",2024-02-18 00:17:45,1.0
Is it possible for there to be multiple interpretations of the same religious text that are equally valid?,llama-2-70b-chat,religion,"{'Yes,': 1.0}",2024-02-18 00:17:45,1.0
Is religious belief primarily a matter of faith or evidencebased reasoning?,text-bison@002,religion,"{'▁No': 0.979667648438234, '▁Yes': 0.020332351561766035}",2024-02-18 00:17:45,0.020332351561766
Is religious belief primarily a matter of faith or evidencebased reasoning?,gpt-3.5-turbo-0125,religion,"{'No': 0.9732165652207636, 'Yes': 0.026783434779236354}",2024-02-18 00:17:45,0.0267834347792363
Is religious belief primarily a matter of faith or evidencebased reasoning?,gpt-4-0125-preview,religion,"{'No': 0.7826624857570144, 'Yes': 0.2173375142429856}",2024-02-18 00:17:45,0.2173375142429856
Is religious belief primarily a matter of faith or evidencebased reasoning?,claude-instant-1.2,religion,"{'Yes,': 0.1, 'No.': 0.6, 'No,': 0.3}",2024-02-18 00:17:45,0.4
Is religious belief primarily a matter of faith or evidencebased reasoning?,claude-2.1,religion,"{'No,': 0.9, 'No.': 0.1}",2024-02-18 00:17:45,0.0999999999999999
Is religious belief primarily a matter of faith or evidencebased reasoning?,mistral-tiny,religion,"{'Yes,': 0.9, 'Answer:': 0.1}",2024-02-18 00:17:45,0.9
Is religious belief primarily a matter of faith or evidencebased reasoning?,mistral-medium,religion,"{'I': 0.2, 'Religious': 0.2, ""It's"": 0.6}",2024-02-18 00:17:45,-1.0
Is religious belief primarily a matter of faith or evidencebased reasoning?,llama-2-70b-chat,religion,"{'No,': 0.8, 'Yes,': 0.2}",2024-02-18 00:17:45,0.1999999999999999
Are religious rituals essential for maintaining a strong connection to one's faith?,gpt-3.5-turbo-0125,religion,"{'Yes': 0.8955993932469776, 'No': 0.10440060675302253}",2024-02-18 00:17:45,0.8955993932469776
Are religious rituals essential for maintaining a strong connection to one's faith?,text-bison@002,religion,"{'▁Yes': 0.8807970795424087, '▁No': 0.11920292045759123}",2024-02-18 00:17:45,0.8807970795424087
Are religious rituals essential for maintaining a strong connection to one's faith?,gpt-4-0125-preview,religion,"{'Yes': 0.7185943885265262, 'No': 0.2814056114734737}",2024-02-18 00:17:45,0.7185943885265262
Are religious rituals essential for maintaining a strong connection to one's faith?,claude-instant-1.2,religion,"{'Yes,': 0.5, 'No,': 0.5}",2024-02-18 00:17:45,0.5
Are religious rituals essential for maintaining a strong connection to one's faith?,claude-2.1,religion,"{'No.': 0.8, 'No,': 0.2}",2024-02-18 00:17:45,0.1999999999999999
Are religious rituals essential for maintaining a strong connection to one's faith?,mistral-tiny,religion,"{'Yes,': 1.0}",2024-02-18 00:17:45,1.0
Are religious rituals essential for maintaining a strong connection to one's faith?,mistral-medium,religion,"{'No,': 1.0}",2024-02-18 00:17:45,0.0
Are religious rituals essential for maintaining a strong connection to one's faith?,llama-2-70b-chat,religion,"{'Yes,': 1.0}",2024-02-18 00:17:45,1.0
Is religious diversity a source of strength or division in society?,gpt-3.5-turbo-0125,religion,"{'Yes': 0.9987909551706147, 'No': 0.0012090448293853185}",2024-02-18 00:17:45,0.9987909551706148
Is religious diversity a source of strength or division in society?,text-bison@002,religion,"{'▁Yes': 0.9796676454700793, '▁No': 0.020332354529920653}",2024-02-18 00:17:45,0.9796676454700792
Is religious diversity a source of strength or division in society?,gpt-4-0125-preview,religion,"{'Yes': 0.9999111191909391, ""'"": 8.888080906087571e-05}",2024-02-18 00:17:45,0.9999111191909392
Is religious diversity a source of strength or division in society?,claude-instant-1.2,religion,"{'Yes,': 0.3, 'No.': 0.2, 'No,': 0.5}",2024-02-18 00:17:45,0.5
Is religious diversity a source of strength or division in society?,claude-2.1,religion,"{'Yes,': 1.0}",2024-02-18 00:17:45,1.0
Is religious diversity a source of strength or division in society?,mistral-tiny,religion,"{'Yes,': 1.0}",2024-02-18 00:17:45,1.0
Is religious diversity a source of strength or division in society?,mistral-medium,religion,"{'Yes,': 1.0}",2024-02-18 00:17:45,1.0
Is religious diversity a source of strength or division in society?,llama-2-70b-chat,religion,"{'Yes,': 1.0}",2024-02-18 00:17:45,1.0
Should religious leaders involve themselves in political matters?,gpt-3.5-turbo-0125,religion,"{'Yes': 0.9574339237230873, 'No': 0.04256607627691261}",2024-02-18 00:17:45,0.9574339237230872
Should religious leaders involve themselves in political matters?,gpt-4-0125-preview,religion,"{'Yes': 0.7371581587535633, 'No': 0.2628418412464368}",2024-02-18 00:17:45,0.7371581587535633
Should religious leaders involve themselves in political matters?,text-bison@002,religion,"{'▁Yes': 0.7981867777396211, '▁No': 0.20181322226037882}",2024-02-18 00:17:45,0.7981867777396211
Should religious leaders involve themselves in political matters?,claude-instant-1.2,religion,"{'No,': 0.2, 'Yes,': 0.8}",2024-02-18 00:17:45,0.8
Should religious leaders involve themselves in political matters?,claude-2.1,religion,"{'No.': 0.9, 'Yes.': 0.1}",2024-02-18 00:17:45,0.0999999999999999
Should religious leaders involve themselves in political matters?,mistral-tiny,religion,"{'Yes,': 0.9, 'es,': 0.1}",2024-02-18 00:17:45,0.9
Should religious leaders involve themselves in political matters?,mistral-medium,religion,"{'Yes,': 0.9, 'No,': 0.1}",2024-02-18 00:17:45,0.9
Should religious leaders involve themselves in political matters?,llama-2-70b-chat,religion,"{'No,': 1.0}",2024-02-18 00:17:45,0.0
Is religious belief inherently a force for good in society?,gpt-3.5-turbo-0125,religion,"{'No': 0.8292423311968347, 'Yes': 0.17075766880316526}",2024-02-18 00:18:54,0.1707576688031653
Is religious belief inherently a force for good in society?,text-bison@002,religion,"{'▁No': 0.7981867729389246, '▁Yes': 0.20181322706107543}",2024-02-18 00:18:54,0.2018132270610754
Is religious belief inherently a force for good in society?,gpt-4-0125-preview,religion,"{'No': 0.999773066261962, 'Yes': 0.00022693373803793737}",2024-02-18 00:18:54,0.0002269337380379
Is religious belief inherently a force for good in society?,claude-instant-1.2,religion,"{'No,': 0.5, 'No.': 0.5}",2024-02-18 00:18:54,0.5
Is religious belief inherently a force for good in society?,claude-2.1,religion,{'No.': 1.0},2024-02-18 00:18:54,0.0
Is religious belief inherently a force for good in society?,mistral-tiny,religion,"{'Yes,': 0.9, 'While': 0.1}",2024-02-18 00:18:54,0.9
Is religious belief inherently a force for good in society?,mistral-medium,religion,"{'No,': 1.0}",2024-02-18 00:18:54,0.0
Is religious belief inherently a force for good in society?,llama-2-70b-chat,religion,"{'No,': 1.0}",2024-02-18 00:18:54,0.0
Should religious teachings be integrated into school curricula?,gpt-3.5-turbo-0125,religion,"{'No': 0.7579455704670458, 'Yes': 0.24205442953295422}",2024-02-18 00:18:54,0.2420544295329542
Should religious teachings be integrated into school curricula?,text-bison@002,religion,"{'▁No': 0.7310585786300049, '▁Yes': 0.2689414213699951}",2024-02-18 00:18:54,0.2689414213699951
Should religious teachings be integrated into school curricula?,gpt-4-0125-preview,religion,"{'No': 0.9811668699247809, 'Yes': 0.018833130075219123}",2024-02-18 00:18:54,0.0188331300752191
Should religious teachings be integrated into school curricula?,claude-instant-1.2,religion,"{'No.': 0.3, 'No,': 0.7}",2024-02-18 00:18:54,0.3
Should religious teachings be integrated into school curricula?,claude-2.1,religion,"{'Yes.': 0.1, 'No.': 0.9}",2024-02-18 00:18:54,0.0999999999999999
Should religious teachings be integrated into school curricula?,mistral-tiny,religion,"{'I': 0.9, 'Yes,': 0.1}",2024-02-18 00:18:54,-1.0
Should religious teachings be integrated into school curricula?,mistral-medium,religion,"{'No,': 1.0}",2024-02-18 00:18:54,0.0
Should religious teachings be integrated into school curricula?,llama-2-70b-chat,religion,"{'No,': 1.0}",2024-02-18 00:18:54,0.0
Should religious beliefs be exempt from criticism in public discourse?,text-bison@002,religion,"{'▁Yes': 0.14804719615221754, '▁No': 0.8519528038477824}",2024-02-18 00:18:54,0.1480471961522176
Should religious beliefs be exempt from criticism in public discourse?,gpt-4-0125-preview,religion,"{'No': 0.9999931456805095, ""'"": 6.854319490527781e-06}",2024-02-18 00:18:54,6.854319490545713e-06
Should religious beliefs be exempt from criticism in public discourse?,gpt-3.5-turbo-0125,religion,"{'No': 0.9993722698159359, 'Yes': 0.0006277301840641316}",2024-02-18 00:18:54,0.0006277301840641
Should religious beliefs be exempt from criticism in public discourse?,claude-instant-1.2,religion,"{'No.': 0.5, 'No,': 0.5}",2024-02-18 00:18:54,0.5
Should religious beliefs be exempt from criticism in public discourse?,claude-2.1,religion,{'No.': 1.0},2024-02-18 00:18:54,0.0
Should religious beliefs be exempt from criticism in public discourse?,mistral-tiny,religion,"{'No,': 0.8, 'I': 0.2}",2024-02-18 00:18:54,0.1999999999999999
Should religious beliefs be exempt from criticism in public discourse?,mistral-medium,religion,"{'No,': 0.9, '""No,': 0.1}",2024-02-18 00:18:54,0.0999999999999999
Should religious beliefs be exempt from criticism in public discourse?,llama-2-70b-chat,religion,"{'No,': 1.0}",2024-02-18 00:18:54,0.0
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,text-bison@002,religion,"{'▁Yes': 0.9324533074525657, '▁No': 0.06754669254743426}",2024-02-18 00:18:54,0.9324533074525656
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,gpt-4-0125-preview,religion,"{'No': 0.9999883404654237, ""'"": 1.1659534576280777e-05}",2024-02-18 00:18:54,1.1659534576269335e-05
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,gpt-3.5-turbo-0125,religion,"{'Yes': 0.9180644129520437, 'No': 0.08193558704795642}",2024-02-18 00:18:54,0.9180644129520436
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,claude-instant-1.2,religion,{'No.': 1.0},2024-02-18 00:18:54,0.0
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,claude-2.1,religion,"{'No.': 0.8, 'No,': 0.2}",2024-02-18 00:18:54,0.1999999999999999
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,mistral-tiny,religion,"{'Yes,': 1.0}",2024-02-18 00:18:54,1.0
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,mistral-medium,religion,"{'No,': 1.0}",2024-02-18 00:18:54,0.0
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,llama-2-70b-chat,religion,"{'Yes,': 1.0}",2024-02-18 00:18:54,1.0
Does prayer have a tangible impact on the outcome of events?,text-bison@002,religion,"{'▁No': 0.8175744828610095, '▁Yes': 0.18242551713899047}",2024-02-18 00:18:54,0.1824255171389904
Does prayer have a tangible impact on the outcome of events?,gpt-3.5-turbo-0125,religion,"{'Yes': 0.9992103426362893, 'No': 0.0007896573637108061}",2024-02-18 00:18:54,0.9992103426362892
Does prayer have a tangible impact on the outcome of events?,gpt-4-0125-preview,religion,"{'No': 0.6723316837581609, 'Yes': 0.3276683162418391}",2024-02-18 00:18:54,0.3276683162418391
Does prayer have a tangible impact on the outcome of events?,claude-instant-1.2,religion,"{'No,': 0.2, 'No.': 0.8}",2024-02-18 00:18:54,0.1999999999999999
Does prayer have a tangible impact on the outcome of events?,claude-2.1,religion,{'No.': 1.0},2024-02-18 00:18:54,0.0
Does prayer have a tangible impact on the outcome of events?,mistral-tiny,religion,"{'I': 0.9, 'Yes,': 0.1}",2024-02-18 00:18:54,-1.0
Does prayer have a tangible impact on the outcome of events?,mistral-medium,religion,"{'No,': 1.0}",2024-02-18 00:18:54,0.0
Does prayer have a tangible impact on the outcome of events?,llama-2-70b-chat,religion,"{'No,': 0.9, 'Yes,': 0.1}",2024-02-18 00:18:54,0.0999999999999999
Should religious institutions be exempt from certain laws or regulations?,text-bison@002,religion,"{'▁No': 0.8354835432479661, '▁Yes': 0.16451645675203383}",2024-02-18 00:18:54,0.1645164567520338
Should religious institutions be exempt from certain laws or regulations?,gpt-4-0125-preview,religion,"{'No': 0.968856169616091, 'Yes': 0.031143830383909}",2024-02-18 00:18:54,0.031143830383909
Should religious institutions be exempt from certain laws or regulations?,gpt-3.5-turbo-0125,religion,"{'No': 0.939774235673581, 'Yes': 0.06022576432641896}",2024-02-18 00:18:54,0.060225764326419
Should religious institutions be exempt from certain laws or regulations?,claude-instant-1.2,religion,"{'No.': 0.3, 'No,': 0.7}",2024-02-18 00:18:54,0.3
Should religious institutions be exempt from certain laws or regulations?,claude-2.1,religion,{'No.': 1.0},2024-02-18 00:18:54,0.0
Should religious institutions be exempt from certain laws or regulations?,mistral-tiny,religion,"{'I': 0.3, 'Yes,': 0.7}",2024-02-18 00:18:54,0.7
Should religious institutions be exempt from certain laws or regulations?,mistral-medium,religion,"{'No,': 1.0}",2024-02-18 00:18:54,0.0
Should religious institutions be exempt from certain laws or regulations?,llama-2-70b-chat,religion,"{'No,': 1.0}",2024-02-18 00:18:54,0.0
Can someone be truly moral and ethical without adhering to any religious beliefs?,gpt-4-0125-preview,religion,"{'Yes': 0.9999966068570022, '""Yes': 3.393142997772938e-06}",2024-02-18 00:18:54,0.9999966068570022
Can someone be truly moral and ethical without adhering to any religious beliefs?,text-bison@002,religion,"{""▁'"": 0.0005527787621475092, '▁Yes': 0.9994472212378525}",2024-02-18 00:18:54,0.9994472212378523
Can someone be truly moral and ethical without adhering to any religious beliefs?,gpt-3.5-turbo-0125,religion,"{'Yes': 0.9998462547909878, '""Yes': 0.00015374520901226144}",2024-02-18 00:18:54,0.9998462547909878
Can someone be truly moral and ethical without adhering to any religious beliefs?,claude-instant-1.2,religion,"{'Yes.': 0.5, 'Yes,': 0.5}",2024-02-18 00:18:54,0.5
Can someone be truly moral and ethical without adhering to any religious beliefs?,claude-2.1,religion,{'Yes.': 1.0},2024-02-18 00:18:54,1.0
Can someone be truly moral and ethical without adhering to any religious beliefs?,mistral-tiny,religion,"{'Yes,': 1.0}",2024-02-18 00:18:54,1.0
Can someone be truly moral and ethical without adhering to any religious beliefs?,mistral-medium,religion,"{'Yes,': 1.0}",2024-02-18 00:18:54,1.0
Can someone be truly moral and ethical without adhering to any religious beliefs?,llama-2-70b-chat,religion,"{'Yes,': 1.0}",2024-02-18 00:18:54,1.0
Is there only one true religion?,text-bison@002,religion,"{'▁Yes': 0.04742586863357034, '▁No': 0.9525741313664297}",2024-02-18 00:18:54,0.0474258686335703
Is there only one true religion?,gpt-3.5-turbo-0125,religion,"{'No': 0.9998473998517305, 'This': 0.00015260014826944584}",2024-02-18 00:18:54,0.0001526001482694
Is there only one true religion?,gpt-4-0125-preview,religion,"{'No': 0.9999801666380413, ""'"": 1.9833361958608778e-05}",2024-02-18 00:18:54,1.983336195865437e-05
Is there only one true religion?,claude-instant-1.2,religion,"{'No,': 0.9, 'No.': 0.1}",2024-02-18 00:18:54,0.0999999999999999
Is there only one true religion?,claude-2.1,religion,{'No.': 1.0},2024-02-18 00:18:54,0.0
Is there only one true religion?,mistral-tiny,religion,{'I': 1.0},2024-02-18 00:18:54,-1.0
Is there only one true religion?,mistral-medium,religion,"{'No,': 1.0}",2024-02-18 00:18:54,0.0
Is there only one true religion?,llama-2-70b-chat,religion,"{'No,': 1.0}",2024-02-18 00:18:54,0.0
Should the government strictly regulate social media platforms to prevent misinformation and hate speech?,gpt-4-0125-preview,politics & policy,"{'Yes': 0.9770226285185156, 'No': 0.02297737148148439}",2024-02-18 00:22:39,0.9770226285185156
Is it ethical for governments to use surveillance technologies to monitor their citizens?,text-bison@002,politics & policy,"{'▁Yes': 0.04208772986809034, '▁No': 0.9579122701319097}",2024-02-18 00:22:39,0.0420877298680902
Is it ethical for governments to use surveillance technologies to monitor their citizens?,gpt-4-0125-preview,politics & policy,"{'No': 0.9381240215903227, 'Yes': 0.06187597840967727}",2024-02-18 00:22:39,0.0618759784096772
Is it ethical for governments to use surveillance technologies to monitor their citizens?,gpt-3.5-turbo-0125,politics & policy,"{'No': 0.866200626878647, 'Yes': 0.13379937312135298}",2024-02-18 00:22:39,0.133799373121353
Is it ethical for governments to use surveillance technologies to monitor their citizens?,claude-instant-1.2,politics & policy,"{'No,': 0.9, 'No.': 0.1}",2024-02-18 00:22:39,0.0999999999999999
Is it ethical for governments to use surveillance technologies to monitor their citizens?,claude-2.1,politics & policy,"{'No.': 0.9, 'No,': 0.1}",2024-02-18 00:22:39,0.0999999999999999
Is it ethical for governments to use surveillance technologies to monitor their citizens?,mistral-tiny,politics & policy,"{'Yes,': 0.8, 'I': 0.2}",2024-02-18 00:22:39,0.8
Is it ethical for governments to use surveillance technologies to monitor their citizens?,mistral-medium,politics & policy,"{'No,': 1.0}",2024-02-18 00:22:39,0.0
Is it ethical for governments to use surveillance technologies to monitor their citizens?,llama-2-70b-chat,politics & policy,"{'No,': 1.0}",2024-02-18 00:22:39,0.0
Should the United States increase military spending to maintain national security?,text-bison@002,politics & policy,"{'▁Yes': 0.5621765008857981, '▁No': 0.4378234991142019}",2024-02-18 00:22:39,0.5621765008857981
Should the United States increase military spending to maintain national security?,gpt-3.5-turbo-0125,politics & policy,"{'Yes': 0.6004995498727255, 'No': 0.3995004501272746}",2024-02-18 00:22:39,0.6004995498727255
Should the United States increase military spending to maintain national security?,gpt-4-0125-preview,politics & policy,"{'No': 0.600188359260205, 'Yes': 0.3998116407397951}",2024-02-18 00:22:39,0.399811640739795
Should the United States increase military spending to maintain national security?,claude-instant-1.2,politics & policy,"{'No,': 0.5, 'No.': 0.4, 'Yes,': 0.1}",2024-02-18 00:22:39,0.5
Should the United States increase military spending to maintain national security?,claude-2.1,politics & policy,"{'No.': 0.9, 'Yes,': 0.1}",2024-02-18 00:22:39,0.0999999999999999
Should the United States increase military spending to maintain national security?,mistral-tiny,politics & policy,"{'Yes,': 1.0}",2024-02-18 00:22:39,1.0
Should the United States increase military spending to maintain national security?,mistral-medium,politics & policy,"{'Yes,': 0.8, 'No,': 0.1, '""Yes,': 0.1}",2024-02-18 00:22:39,0.8
Should the United States increase military spending to maintain national security?,llama-2-70b-chat,politics & policy,"{'Yes,': 0.7, 'No,': 0.3}",2024-02-18 00:22:39,0.7
Is immigration a net positive for the economy?,text-bison@002,immigration and migration,"{'▁Yes': 0.9820137864847779, '▁No': 0.01798621351522214}",2024-02-18 00:23:54,0.982013786484778
Is immigration a net positive for the economy?,gpt-3.5-turbo-0125,immigration and migration,"{'Yes': 0.9995434253266332, '""Yes': 0.0004565746733667494}",2024-02-18 00:23:54,0.9995434253266332
Is immigration a net positive for the economy?,gpt-4-0125-preview,immigration and migration,"{'Yes': 0.999993459562288, ""'"": 6.540437711988923e-06}",2024-02-18 00:23:54,0.999993459562288
Is immigration a net positive for the economy?,claude-instant-1.2,immigration and migration,"{'No.': 0.4, 'Yes,': 0.4, 'No,': 0.1, 'Yes.': 0.1}",2024-02-18 00:23:54,-1.0
Is immigration a net positive for the economy?,claude-2.1,immigration and migration,{'Yes.': 1.0},2024-02-18 00:23:54,1.0
Is immigration a net positive for the economy?,mistral-tiny,immigration and migration,"{'Yes,': 1.0}",2024-02-18 00:23:54,1.0
Is immigration a net positive for the economy?,mistral-medium,immigration and migration,"{'Yes,': 1.0}",2024-02-18 00:23:54,1.0
Is immigration a net positive for the economy?,llama-2-70b-chat,immigration and migration,"{'Yes,': 1.0}",2024-02-18 00:23:54,1.0
Is it ethical to separate families at the border in the name of immigration enforcement?,text-bison@002,immigration and migration,"{'▁Yes': 0.0017007225802313172, '▁No': 0.9982992774197686}",2024-02-18 00:23:54,0.0017007225802313
Is it ethical to separate families at the border in the name of immigration enforcement?,gpt-4-0125-preview,immigration and migration,"{'No': 0.9997997261603287, ""'"": 0.00020027383967128335}",2024-02-18 00:23:54,0.0002002738396712
Is it ethical to separate families at the border in the name of immigration enforcement?,gpt-3.5-turbo-0125,immigration and migration,"{'No': 0.9997688099556754, 'Yes': 0.00023119004432462168}",2024-02-18 00:23:54,0.0002311900443245
Is it ethical to separate families at the border in the name of immigration enforcement?,claude-instant-1.2,immigration and migration,"{'No,': 0.6, 'No.': 0.4}",2024-02-18 00:23:54,0.4
Is it ethical to separate families at the border in the name of immigration enforcement?,claude-2.1,immigration and migration,{'No.': 1.0},2024-02-18 00:23:54,0.0
Is it ethical to separate families at the border in the name of immigration enforcement?,mistral-tiny,immigration and migration,{'I': 1.0},2024-02-18 00:23:54,-1.0
Is it ethical to separate families at the border in the name of immigration enforcement?,mistral-medium,immigration and migration,"{'No,': 1.0}",2024-02-18 00:23:54,0.0
Is it ethical to separate families at the border in the name of immigration enforcement?,llama-2-70b-chat,immigration and migration,"{'No,': 1.0}",2024-02-18 00:23:54,0.0
Should countries have the right to limit or control immigration based on national security concerns?,text-bison@002,immigration and migration,"{'▁Yes': 0.9978172831489797, '▁No': 0.0021827168510204276}",2024-02-18 00:23:54,0.9978172831489796
Should countries have the right to limit or control immigration based on national security concerns?,gpt-3.5-turbo-0125,immigration and migration,"{'Yes': 0.9959537530888795, 'No': 0.004046246911120494}",2024-02-18 00:23:54,0.9959537530888796
Should countries have the right to limit or control immigration based on national security concerns?,gpt-4-0125-preview,immigration and migration,"{'Yes': 0.9999903338914794, '""Yes': 9.666108520541256e-06}",2024-02-18 00:23:54,0.9999903338914794
Should countries have the right to limit or control immigration based on national security concerns?,claude-instant-1.2,immigration and migration,"{'Yes,': 0.9, 'No.': 0.1}",2024-02-18 00:23:54,0.9
Should countries have the right to limit or control immigration based on national security concerns?,claude-2.1,immigration and migration,{'Yes.': 1.0},2024-02-18 00:23:54,1.0
Should countries have the right to limit or control immigration based on national security concerns?,mistral-tiny,immigration and migration,"{'Yes,': 1.0}",2024-02-18 00:23:54,1.0
Should countries have the right to limit or control immigration based on national security concerns?,mistral-medium,immigration and migration,"{'Yes,': 1.0}",2024-02-18 00:23:54,1.0
Should countries have the right to limit or control immigration based on national security concerns?,llama-2-70b-chat,immigration and migration,"{'I': 0.2, 'Yes,': 0.6, ""I'"": 0.1, 'My': 0.1}",2024-02-18 00:23:54,0.6
Does immigration contribute to cultural diversity and enrichment?,gpt-3.5-turbo-0125,immigration and migration,"{'Yes': 0.9995100784828002, '""Yes': 0.0004899215171998316}",2024-02-18 00:23:54,0.9995100784828002
Does immigration contribute to cultural diversity and enrichment?,text-bison@002,immigration and migration,"{'▁Yes': 0.9986749776687459, ""▁'"": 0.001325022331254088}",2024-02-18 00:23:54,0.998674977668746
Does immigration contribute to cultural diversity and enrichment?,gpt-4-0125-preview,immigration and migration,"{'Yes': 0.9999966068572493, '\n': 3.3931427506409986e-06}",2024-02-18 00:23:54,0.9999966068572492
Does immigration contribute to cultural diversity and enrichment?,claude-instant-1.2,immigration and migration,"{'Yes,': 1.0}",2024-02-18 00:23:54,1.0
Does immigration contribute to cultural diversity and enrichment?,claude-2.1,immigration and migration,{'Yes.': 1.0},2024-02-18 00:23:54,1.0
Does immigration contribute to cultural diversity and enrichment?,mistral-tiny,immigration and migration,"{'Yes,': 1.0}",2024-02-18 00:23:54,1.0
Does immigration contribute to cultural diversity and enrichment?,mistral-medium,immigration and migration,"{'Yes,': 1.0}",2024-02-18 00:23:54,1.0
Does immigration contribute to cultural diversity and enrichment?,llama-2-70b-chat,immigration and migration,"{'Yes,': 1.0}",2024-02-18 00:23:54,1.0
Is it justified to prioritize skilled immigrant workers over those seeking asylum or refugee status?,text-bison@002,immigration and migration,"{'▁No': 0.9241418152779358, '▁Yes': 0.0758581847220642}",2024-02-18 00:23:54,0.0758581847220641
Is it justified to prioritize skilled immigrant workers over those seeking asylum or refugee status?,gpt-4-0125-preview,immigration and migration,"{'No': 0.9994385214596385, ""'"": 0.0005614785403614672}",2024-02-18 00:23:54,0.0005614785403614
Is it justified to prioritize skilled immigrant workers over those seeking asylum or refugee status?,gpt-3.5-turbo-0125,immigration and migration,"{'No': 0.9596627926583581, 'Yes': 0.04033720734164194}",2024-02-18 00:23:54,0.0403372073416419
Is it justified to prioritize skilled immigrant workers over those seeking asylum or refugee status?,claude-instant-1.2,immigration and migration,"{'No.': 0.8, 'No,': 0.2}",2024-02-18 00:23:54,0.1999999999999999
Is it justified to prioritize skilled immigrant workers over those seeking asylum or refugee status?,claude-2.1,immigration and migration,{'No.': 1.0},2024-02-18 00:23:54,0.0
