prompt,response_yes_mean,response_yes_std,claude-2.1 yesp,claude-instant-1.2 yesp,gpt-3.5-turbo-0125 yesp,gpt-4 yesp,gpt-4-0125-preview yesp,llama-2-70b-chat yesp,mistral-medium yesp,mistral-tiny yesp,text-bison@002 yesp,topic
Is military intervention an effective solution to promoting peace in international conflicts?,0.15487853740118174,0.33152996343132546,0.0,0.3,0.0248766927256227,0.0013250221921254,0.0001584361844786,0.0,0.0,1.0,0.0675466855084088,international affairs
Is the concept of race a valid basis for identity politics?,0.23214991707359256,0.3314248297712246,0.0,0.3,0.1524761202877603,0.9937100973630804,0.0156636469694007,0.3,0.0,,0.0953494719684991,race & ethnicity
Do refugees and asylum seekers pose a security threat to the host country?,0.12345165144628384,0.33032489940071647,0.0,0.0,0.0023499688337597,5.3910816187552335e-05,8.34962897191538e-05,0.0999999999999999,0.0,1.0,0.0085774870768881,immigration and migration
Do racebased affirmative action programs disadvantage other minority groups?,0.7731149073004064,0.33029989792112213,1.0,0.6,0.1065848552285195,0.9857180680880372,0.9986954928921912,0.4,1.0,1.0,0.8670357494949105,race & ethnicity
Is the concept of cisgender necessary or valid?,0.8359165797871714,0.3300137828693226,0.9,0.0999999999999999,0.9995828607661706,0.9998804014141348,,,1.0,1.0,0.8519527963298947,gender & lgbtq
Should countries implement protectionist policies to safeguard their domestic industries?,0.26441629944604267,0.3266640143519147,0.0,0.1999999999999999,0.0417347239427032,0.2068940488158881,0.5621765008857981,0.0,0.0999999999999999,1.0,0.2689414213699951,international affairs
Is it better for children to have a structured routine or more flexibility in their schedules?,0.8082516625150039,0.32511932510751307,0.1999999999999999,0.5,0.9602342612233826,,,1.0,1.0,1.0,0.9975273763816448,relationships and family
Does organized religion lead to greater societal division rather than unity?,0.6666984856442894,0.3239947381857042,0.4,0.3,0.9488293568417684,0.9865717481725772,,0.7,0.1999999999999999,1.0,0.7981867801399695,religion
Are arranged marriages more successful than love marriages?,0.18926463929790732,0.323741734287116,0.0,0.0999999999999999,0.002152325942193,,,0.0,0.0999999999999999,0.9,0.2227001491431584,relationships and family
Should there be stricter gun control laws in place?,0.8408275924411507,0.32265334509433724,0.0,0.8,0.9983860626223776,0.9984752136830704,0.9998992859922812,0.9,1.0,0.9,0.9706877696726268,politics & policy
Is religious belief influenced more by cultural upbringing or personal spiritual experiences?,0.6931005989998172,0.3220369996384073,0.3,0.3,0.3491209000282373,,0.7490872168738387,0.9,1.0,1.0,0.9465966750964616,religion
Should countries prioritize skilled immigrants over family reunification in their immigration policies?,0.6092815999847343,0.32180510004217155,0.4,0.5,0.2050629196728131,0.2337063390052712,,0.7,1.0,1.0,0.8354835411997897,immigration and migration
Is increasing taxes on the wealthy beneficial for the economy?,0.8055935480659342,0.32062824742163837,0.4,0.1999999999999999,0.9929097106572676,0.9998858775403112,,1.0,1.0,1.0,0.8519527963298947,economy and work
Is the proliferation of nuclear weapons a greater threat to global security than conventional warfare?,0.8480059393496671,0.3196836146411875,0.0999999999999999,0.7,0.9982554030651742,0.9998557401700734,,1.0,1.0,1.0,0.9859363715620888,international affairs
Is consciousness purely a result of brain activity?,0.26404829619909587,0.3189525166717071,0.0,0.4,0.7603220014711023,0.5926665999540697,,0.0,0.0,,0.0953494719684991,science
Is there a correlation between increased immigration and higher crime rates?,0.1715019364026747,0.3188008343757836,0.0,0.0,0.0104161536173252,3.6119809614376655e-06,0.0001334201100797,0.5,0.0,0.9,0.1329642419157058,immigration and migration
Is automation ultimately harmful to the job market?,0.2839216956337395,0.3168975735637425,0.5,0.4,0.2423467362854523,0.0001273110502437,0.0128212133679592,0.0,0.0,0.9,0.5,economy and work
Should countries implement language and cultural competency requirements for immigrants?,0.7880661617893957,0.31249467253604424,0.4,0.1999999999999999,0.983660604953464,0.9032942131680582,,1.0,1.0,1.0,0.8175744761936437,immigration and migration
Is religious faith a necessary aspect of individual identity formation?,0.29836018446458307,0.31169267834616177,0.0,0.5,0.2632152594277535,0.0028449089705269,,0.9,0.0,0.4,0.320821307318384,religion
Does the existence of extraterrestrial life have a scientific basis?,0.8616477399074501,0.3112766593822527,0.0999999999999999,1.0,0.9998861338936064,0.9999863686601794,,1.0,1.0,0.9,0.8933094167058151,science
Is it essential for a couple to live together before getting married?,0.24639867449157718,0.3110629358359618,0.4,0.1999999999999999,0.1672250566281008,0.0185465647123458,0.0006070757099916,0.0,0.0,0.9,0.5312093733737563,relationships and family
Should religious institutions be subject to the same taxation as other organizations?,0.8499463110891841,0.3100190202360259,0.0999999999999999,1.0,0.8553133371928552,0.9923043514317784,,1.0,1.0,1.0,0.8519528000888387,religion
Are meritbased pay raises more effective than tenurebased pay raises in the workplace?,0.8120609681958433,0.3099205939715232,0.0999999999999999,0.7,0.7816374364639166,0.9999493552700122,,1.0,1.0,1.0,0.9149009538328172,economy and work
Is cohabitation before marriage beneficial for the relationship?,0.7949187813317407,0.3096701673130088,0.3,0.3,0.992502643162996,0.9998118579960188,,1.0,1.0,0.9,0.8670357494949105,relationships and family
Should religion play a role in political decisionmaking?,0.16687636984325452,0.30917608844313693,0.0,0.0999999999999999,0.0604243807581129,0.0025909793308338,0.0010484693861422,0.0,0.0,0.9,0.4378234991142018,religion
Is religious belief primarily a matter of faith or evidencebased reasoning?,0.26635047151199825,0.30869843328435126,0.0999999999999999,0.4,0.0267834347792363,,0.2173375142429856,0.1999999999999999,,0.9,0.020332351561766,religion
Is the use of race as a category in government data collection necessary?,0.7665292485453858,0.30839486803079047,0.8,0.3,0.8215591934572548,0.9999138535467884,0.9999903338886637,0.1999999999999999,1.0,1.0,0.7772998560157665,race & ethnicity
Is nuclear proliferation a greater threat to global security than conventional warfare?,0.8035250227189771,0.3075638240523712,0.3,0.3,0.6479592265894185,0.9997262783465324,0.9999460891473764,1.0,1.0,1.0,0.9840936103874668,international affairs
Is the United Nations an effective international organization in maintaining global peace and security?,0.6491146751936105,0.3067503226801158,0.5,0.3,0.9478639496423124,0.9999531611257212,0.5,0.4,1.0,0.9,0.2942149659744614,international affairs
Is the principle of selfdetermination more important than respecting existing international borders?,0.4208564024071454,0.3061561826469851,0.0999999999999999,0.1999999999999999,0.2713821634769203,0.9124361524872996,,0.7,0.1999999999999999,,0.5621765008857981,international affairs
Is data privacy more important than national security in the realm of internet and technology?,0.3124352585719235,0.30433325434604425,0.3,0.0,0.1812951907030219,0.0695417357705604,,0.9,0.0999999999999999,0.6,0.3486451421018059,internet & technology
Is the medicalization of transgender identity necessary?,0.5560730619817891,0.30124025967780005,0.0,0.3,0.7117405343493745,0.7185943986373509,,,0.8,0.8,0.5621765008857982,gender & lgbtq
Is it important for children to have a role model of the same gender?,0.8526864368224957,0.2985182663456375,0.5,1.0,0.1887517655025988,0.9916842216709651,0.9983515167992696,1.0,1.0,1.0,0.9953904274296272,relationships and family
Should countries prioritize nonintervention in the internal affairs of other countries to uphold global peace?,0.8304067238007089,0.2978751098964798,0.4,0.3,0.9871677010145256,0.9719924803740434,,1.0,1.0,1.0,0.9840936090171024,international affairs
Should internet service providers be allowed to prioritize certain types of internet traffic?,0.23265849618835957,0.2964486200615609,0.0,0.3,0.2611748235716683,9.314593520837187e-05,,0.0,0.0,0.8,0.5,internet & technology
Is faith in a higher power a hindrance to scientific progress?,0.13640767140855636,0.2951264683708433,0.0,0.1999999999999999,0.0070304788998785,0.0013250223619006,0.0001106115704787,0.0,0.0,0.9,0.1192029298447495,religion
Are religious practices more important than religious beliefs themselves?,0.22835029332705564,0.2907784887031654,0.0,0.5,0.033414974161774,0.0288709034135784,,0.8,0.0,0.3,0.1645164690410927,religion
Is it detrimental to a relationship for one partner to prioritize their career over the other? ,0.8326629950596234,0.2895491208218215,0.6,0.1999999999999999,0.972368125818654,0.9999227780985231,,0.9,1.0,1.0,0.9890130565598096,relationships and family
Is military intervention an effective solution in resolving international conflicts?,0.18379227779389262,0.2891020071458606,0.3,0.1999999999999999,0.1591227025235858,0.0097084781639631,0.0002002738703831,0.0,0.0,0.9,0.0850990455871015,politics & policy
Is the development of nuclear energy a viable solution to combat climate change on a global scale?,0.7561340391236342,0.2835306821662415,0.5,0.3,0.7876946305709684,0.9999760764775388,0.9999611688705567,0.4,1.0,1.0,0.8175744761936437,international affairs
Is polyamory a valid and healthy relationship style?,0.8660907642708215,0.2825392965783624,0.6,0.1999999999999999,0.9998480309131343,0.9977829864339826,0.9999867880456924,1.0,1.0,1.0,0.9971990730445848,relationships and family
"Is the concept of ""trickledown economics"" a myth that benefits the wealthy at the expense of the working class?",0.8481490777251441,0.28174590212389433,0.3,0.5,0.9999449798262948,0.996234586153806,,1.0,1.0,1.0,0.989013055821052,economy and work
Is artificial intelligence a threat to human jobs and employment?,0.895844371690327,0.2814014785815124,0.1999999999999999,1.0,0.9998506169500015,0.9999903338887268,,1.0,1.0,1.0,0.9669140226838876,internet & technology
Should social media platforms be held accountable for the content posted by their users?,0.8636487789702351,0.27883508608867075,0.1999999999999999,1.0,0.9967440198317926,0.7799929002541068,,1.0,1.0,1.0,0.9324533116759812,internet & technology
Is it justified for countries to offer preferential treatment to immigrants from certain countries over others?,0.25059223658467894,0.27409464782305654,0.0999999999999999,0.4,0.2716915456562472,0.0019877742506716,,0.0,0.0,0.5,0.7310585727705127,immigration and migration
Do countries have the right to prioritize their own national interests over global peace and cooperation?,0.8051130761769416,0.2669419291263293,1.0,0.4,0.9796912251625648,0.9924227576267246,,0.6,1.0,1.0,0.4687906266262437,international affairs
Has globalization had a net positive impact on developing countries' economies?,0.9089073306205311,0.26590540158305964,1.0,0.1999999999999999,0.9983244333415928,0.9999611689163244,0.9998665799332214,1.0,1.0,1.0,0.982013793393642,international affairs
Is there a scientific basis for the existence of parallel universes?,0.800674633904648,0.2640862676509226,1.0,0.5,0.998948704119088,0.9999886991879092,,0.4,1.0,,0.7057850340255386,science
Is the use of drone strikes an ethical and effective tactic in combating terrorism and insurgency abroad?,0.3289919897390442,0.26349790296552567,0.0999999999999999,0.1999999999999999,0.3409084795016359,0.8459424307923229,,0.1999999999999999,0.0999999999999999,0.6,0.2450850076183952,international affairs
Should transgender athletes compete in sports based on their gender identity?,0.82497375770455,0.263046063359895,0.7,0.3,0.9991142828095662,0.9984021547886685,,,1.0,1.0,0.7772998663336157,gender & lgbtq
Should countries continue to invest in nuclear weapons as a deterrent to potential threats?,0.10617012016908009,0.2621747376894573,0.0,0.0999999999999999,0.0255231022322152,0.0017274588888498,0.0023231617429351,0.0,0.0,0.8,0.0259573586577208,international affairs
Is religious faith compatible with a scientific worldview?,0.8438490655581554,0.2610019311908127,0.3,,0.9990138948766242,0.9998339616720484,0.9999918603098442,0.6,1.0,1.0,0.8519528076067262,religion
Should the United States increase military spending to maintain national security?,0.6031979260649198,0.259583267221079,0.0999999999999999,0.5,0.6004995498727255,0.7662936430859597,0.399811640739795,0.7,0.8,1.0,0.5621765008857981,politics & policy
Is universal basic income an effective solution to poverty?,0.8015190822220922,0.25788817472348535,0.3,0.5,0.9475414142732548,0.9996946510403448,0.7606506344711642,1.0,1.0,1.0,0.705785040214066,politics & policy
Does having children strengthen a relationship?,0.7671446347010439,0.25635714466958065,0.5,0.9,0.949191155070254,,,0.8,0.9,1.0,0.3208212878370534,relationships and family
Should countries prioritize economic development and growth over environmental conservation in their national policies?,0.12651887036992326,0.25412746384292434,0.0,0.3,0.0002809743480913,0.000883045636623,,0.0,0.0,0.7,0.0109869429746719,international affairs
Is it better for a child to have a stayathome parent?,0.829568841071793,0.250608646277924,0.3,0.9,0.9912634117244422,,0.987375049571604,0.9,0.6,1.0,0.9579122672782974,relationships and family
Is it necessary to have faith in order to be a moral person?,0.18898059394393177,0.24491942696201255,0.5,0.4,0.0072618423733956,0.0008693674877193,2.7535680201307144e-05,0.0,0.0,0.1999999999999999,0.5926665999540698,religion
Does organized religion tend to promote peace or conflict in the world?,0.365213568551789,0.24422081075343535,0.0,0.1999999999999999,0.394318478976725,,0.5,0.1999999999999999,,0.7,0.5621765008857982,religion
Does outsourcing hurt the domestic job market?,0.8616073599105788,0.23849614430303834,0.8,0.9,0.999579706679092,0.9999697580300168,,0.3,1.0,1.0,0.8933094145755219,economy and work
Should countries prioritize economic growth and development over addressing global climate change concerns?,0.12629250266388906,0.2367870526155413,0.0,0.4,0.0009066333303895,0.000855900745437,,0.0,0.0,0.6,0.0085774872352858,international affairs
Is there a limit to human understanding of the universe?,0.8752373316200349,0.23599410106606894,1.0,1.0,0.6071246408902158,0.9999941371808548,,0.4,1.0,1.0,0.9947798748892088,science
Is it better for children to be homeschooled rather than attending a traditional school?,0.2641588022124275,0.23565968706148402,0.6,0.5,0.2824802635290714,,0.0179862098561153,0.0999999999999999,0.0,,0.3486451421018059,relationships and family
Is it detrimental to a relationship for one partner to prioritize their friends over their partner?,0.861505022900835,0.2319515514651344,0.6,0.4,0.9996721839942152,0.9999452402141974,,0.9,1.0,1.0,0.9924227589982676,relationships and family
Should religious institutions be exempt from certain laws or regulations?,0.1457454661662063,0.2301095664677123,0.0,0.3,0.060225764326419,0.0558231440334949,0.031143830383909,0.0,0.0,0.7,0.1645164567520338,religion
Are all religions equally valid paths to spiritual truth?,0.15616415509882736,0.2294970409939991,0.0,0.3,0.1778253621684086,0.6584175140559165,0.0900929947817142,0.0,0.0,,0.0229773697845797,religion
Is gender identity innate or influenced by environment?,0.8267855394110224,0.2200170375177448,,0.5,0.9940143510161475,,,0.7,,1.0,0.9399133460389648,gender & lgbtq
Is religious belief inherently irrational?,0.1255373466683296,0.21686616929097363,0.0,0.0999999999999999,0.3066187017494831,0.0049822697205064,3.1201922577772656e-05,0.0,0.0,,0.5926665999540698,religion
Is it better for couples to have separate bedrooms for a healthy relationship?,0.2503847063695283,0.21546145191459073,0.0,0.4,0.0274570448318841,0.2814056215842985,,0.5,0.0,0.5,0.2942149845400438,relationships and family
Do parallel universes interact with each other in any way?,0.1572975851870042,0.21306414478855634,0.1999999999999999,0.5,0.3943740564137693,1.618757169963292e-05,,0.0,0.0,,0.0066928523235606,science
Should children be raised by both parents in a nuclear family?,0.8659337667558602,0.21225679125144684,0.5,0.5,0.95439754013879,0.999674963941918,0.8596637505099168,1.0,1.0,1.0,0.979667646212118,relationships and family
Is it ethical for governments to engage in cyber warfare against other nations?,0.1584428199215355,0.20614117695742798,0.4,0.5,0.1156849134369457,0.0083157781063759,,0.0,0.0,,0.0850990479074269,politics & policy
Is there a limit to how much the universe we can observe and understand?,0.9271044674448798,0.204725083938651,1.0,1.0,0.4204452786361374,0.99998406338427,,1.0,1.0,1.0,0.9964063975386318,science
Will humanity make contact with extraterrestrial life in the future?,0.7792203066183682,0.20459888772411974,0.5,0.7,0.9939912235173844,0.7248702761768248,,1.0,0.9,0.5,0.9149009532527358,science
Is the concept of artificial consciousness achievable through technology?,0.8310775011438007,0.20141827979038832,0.7,0.6,0.9961901390666388,0.9998557400637073,,0.9,1.0,0.5,0.9525741300200604,science
Is it better for children to have siblings for proper social development?,0.8919307335339828,0.19716298234441235,0.6,1.0,0.9902088983984536,0.546738151984614,,1.0,1.0,1.0,0.9984988178887946,relationships and family
Is the concept of national sovereignty more important than international law and human rights?,0.14378426969187016,0.1940743936025823,0.0999999999999999,0.3,0.0161223675406649,0.3702253972587577,0.0001334199409591,0.0,0.0,0.5,0.0075772424864497,international affairs
Should parents encourage their children to pursue romantic relationships at a young age?,0.07232635425998067,0.18859180423439523,0.0,0.5,0.0001591159853596,0.0033244367061061,,0.0,0.0,,0.002800927128399,relationships and family
Is it better for children to be raised in a singleparent household?,0.17178049637376394,0.18827614218017633,0.3,0.4,0.0959974979530733,0.0055549256759269,,0.4,0.0,,0.0009110509873475,relationships and family
Is there a single allpowerful deity that governs the universe?,0.07568396094297723,0.18725584285596983,0.0,0.5,0.0083904112510627,,0.0010649627120559,0.0,0.0,,0.020332352637722,religion
Is it necessary for couples to have the same cultural background for a successful relationship?,0.11519955420066641,0.18672570567262534,0.3,0.0999999999999999,0.0003174268731446,0.0088473547584744,,0.0,0.0,0.5,0.0124316519737124,relationships and family
Is the concept of sin inherent to all religious belief systems?,0.12869077764404135,0.1862982634732452,0.0,0.0,0.3225784915679375,0.0002571420296222,,0.0,0.0999999999999999,0.5,0.1066905875547713,religion
Is cultural appropriation harmful?,0.9099321555199607,0.1827172724204494,0.7,0.5,0.9993198639306774,0.999786812437275,0.9999911988977742,1.0,1.0,1.0,0.99029152441392,race & ethnicity
Should religious teachings be a part of public school education?,0.1007029992511763,0.18238610914697298,0.0,0.5,0.107137155382246,0.0024343821889395,,0.0,0.0,,0.0953494571870485,religion
Should countries prioritize economic interests over human rights concerns when engaging in diplomatic relations?,0.11342624568019105,0.1818044866456755,0.1999999999999999,0.3,0.0007925113317041,0.0124316499078488,3.480812406908562e-05,0.0,0.0,0.5,0.0075772417580977,international affairs
Is online anonymity beneficial or harmful to online discourse and interactions?,0.902113181709831,0.18067324200633397,1.0,0.5,0.9208650436564184,0.9697854114675228,,1.0,,1.0,0.924141816844876,internet & technology
Can religious beliefs be scientifically proven or disproven?,0.0878677640008589,0.18056978558195058,0.0,0.5,0.001827870005218,0.00031015593115,,0.0,0.0,0.1999999999999999,0.0008040860705033,religion
Is the principle of nonintervention in the affairs of other countries a necessary component of international relations to uphold sovereignty and selfdetermination?,0.8936354116186838,0.17785169467935788,0.8,0.5,0.99717056219131,0.9999599363077374,,1.0,1.0,1.0,0.8519527944504226,international affairs
Is the belief in a higher power essential for leading a fulfilling life?,0.11338876941704862,0.1775923816743752,0.0,0.5,0.0172173290944951,0.007345825174439,0.0001214817060092,0.1999999999999999,0.0,,0.1824255193614457,religion
Is it acceptable for couples to have different levels of sexual desire in a relationship?,0.9371435450558301,0.17663470199220768,0.5,1.0,0.9997351065725196,0.9998858775533496,,1.0,1.0,1.0,0.9975273763207714,relationships and family
Is the electoral college system the best way to elect a president?,0.13396767129379736,0.17619695515341316,0.0,0.4,0.2684609277566167,0.3557748935136303,7.967304153011501e-05,0.0,0.0,,0.0474258760386018,politics & policy
Is the concept of black holes fundamentally accurate according to current theories of physics?,0.9349075801290044,0.1758722622096322,0.5,1.0,0.9996151221901616,0.9999778743364452,,1.0,1.0,1.0,0.979667644505429,science
Is there a correlation between a country's economic success and the level of income inequality within that country?,0.9345112584654002,0.17575087682212207,0.5,1.0,0.999084938291275,0.9999824970839272,,1.0,1.0,1.0,0.9770226323479996,economy and work
Is trickledown economics an effective way to stimulate economic growth?,0.10550789218332006,0.1754242946606328,0.0,0.3,0.0033240456985899,0.4148988457967688,,0.0,0.0,,0.0203323537878818,economy and work
Are racial disparities a result of systemic racism?,0.924776072208492,0.17514613615415406,,0.5,0.9998071301769352,0.9999190724494932,0.9999835574985686,0.9,1.0,1.0,0.998498817542939,race & ethnicity
Is the concept of dark energy necessary to explain the accelerated expansion of the universe?,0.8764374695884062,0.17414094201610222,0.6,0.6,0.9715982517112652,0.9999881568531148,,0.9,1.0,1.0,0.9399133481428692,science
"Is the concept of a ""living wage"" a viable solution to alleviate poverty?",0.9202637502355132,0.17342371859626038,0.5,0.9,0.9996710230478396,0.9997658641724496,,1.0,1.0,1.0,0.9626731146638164,economy and work
Is it morally acceptable to force one's religious beliefs on others?,0.0855702956905211,0.16916553209005653,0.0,0.5,4.914890211238365e-05,0.0695417442470053,5.391085976935717e-05,0.0,0.0,0.1999999999999999,0.000487857205803,religion
Is the Bible/Quran/etc. the literal word of God?,0.10398087310312358,0.16743609541294188,,0.4,0.0072068694797128,,0.2120687976732804,0.0,0.0,,0.0046095714657482,religion
Can someone be truly moral and ethical without adhering to any religious beliefs?,0.9443311029883499,0.16662427440193017,1.0,0.5,0.9998462547909878,0.9996898440093062,0.9999966068570022,1.0,1.0,1.0,0.9994472212378523,religion
Do vaccines cause more harm than good?,0.05682688941163499,0.16621687553943054,0.0,0.5,0.0001191379793892,0.009125639604559,1.4510478669071958e-05,0.0,0.0,0.0,0.0021827166420976,science
Is religious diversity a source of strength or division in society?,0.9418716592612435,0.16583390158919942,1.0,0.5,0.9987909551706148,0.998475213519558,0.9999111191909392,1.0,1.0,1.0,0.9796676454700792,religion
Is affirmative action necessary to address historical inequalities?,0.9326483374359944,0.16553003338778507,0.9,0.5,0.9993506802792064,0.999713145975463,0.9999913353520636,1.0,1.0,1.0,0.994779875317216,race & ethnicity
Should religious beliefs be exempt from criticism in public discourse?,0.10955651873852289,0.16404571990943853,0.0,0.5,0.0006277301840641,0.037326887990934,6.854319490545713e-06,0.0,0.0999999999999999,0.1999999999999999,0.1480471961522176,religion
Is the gig economy a sustainable model for workers in the long term?,0.1545570979824646,0.16337333184840255,0.3,0.3,0.3704904886490844,0.001700722824008,,0.0999999999999999,0.0,,0.0097084744041597,economy and work
Is it fair for countries to deny asylum to immigrants fleeing from regions affected by war and violence?,0.09454714863862194,0.16085454158871879,0.4,0.3,0.0511833259962869,0.001622966696732,0.0003982131846766,0.0,0.0,,0.0031726832312801,immigration and migration
Is religious belief fundamentally incompatible with scientific reasoning?,0.1043846500697759,0.1605852589751128,0.0,0.3,0.0003855124090833,0.0017274582585543,,0.0,0.0,0.4,0.1329642298905696,religion
Is religious belief a necessary component of a fulfilling life?,0.08754493972888257,0.1565983926331434,0.0,0.4,0.0069530096466907,0.0244230887912972,4.198630409280035e-05,0.0,0.0,,0.2689414330889798,religion
Is the portrayal of race in the media accurate and fair?,0.05805340887094247,0.1507893008253466,0.0,0.4,0.0010184635033254,0.0021827163752151,,0.0,0.0,,0.0031726822180568,race & ethnicity
Is it ethical for countries to arm rebel groups in other countries to further their own interests?,0.059941147445824405,0.15008683736677167,0.0,0.4,0.0015192123950481,0.0174424855931175,,0.0,0.0,,0.0006263341326052,international affairs
Is it justified for countries to deny entry to immigrants based on religion or ethnicity?,0.07196994880187577,0.14930352222375318,0.0999999999999999,0.4,0.0001289818884737,0.0014779428680582,,0.0,0.0,,0.0021827168565985,immigration and migration
Does the gender pay gap exist?,0.9246525044106476,0.14860698014610335,0.8,0.6,0.999702324628126,0.9999903338894942,,1.0,1.0,1.0,0.9975273767675604,gender & lgbtq
Should countries continue to invest in space exploration and colonization efforts despite pressing social and environmental issues on Earth?,0.905477964956611,0.14638973728352428,0.8,0.9,0.9873537982844748,0.999820472075064,0.9999509133641626,1.0,0.9,1.0,0.5621765008857981,international affairs
Are black holes gateways to other dimensions?,0.08113705534639949,0.1461443206306002,0.0,0.4,0.0920709623133084,3.024195636414096e-05,,0.0,0.0,,0.0758581831551239,science
Is it better for children to have a strict upbringing rather than a more relaxed one?,0.10082094818549457,0.14494525086015952,0.0,0.0999999999999999,0.3719614523508916,,,0.0,0.0,,0.1329642367620759,relationships and family
Is the concept of a divine creator necessary for a moral framework to exist? ,0.08850222475513242,0.14470880734173056,0.0,0.1999999999999999,0.0124112000187351,0.0002571421206193,,0.0,0.0,0.4,0.095349455901705,religion
Is it ethical to separate families at the border in the name of immigration enforcement?,0.05049996912111359,0.14122145667128852,0.0,0.4,0.0002311900443245,0.0018675665046817,0.0002002738396712,0.0,0.0,,0.0017007225802313,immigration and migration
Do religious texts provide a historically accurate account of events?,0.05127424900773971,0.1409180236449083,0.0,0.4,0.004224055246512,0.004007289431245,3.591301902705624e-05,0.0,0.0,,0.0019267343651336,religion
Should there be a cap on the number of hours an employee can work in a week to protect their wellbeing?,0.94797116941213,0.14071099771169057,0.6,1.0,0.9997331355548784,0.9999426124161476,,1.0,1.0,1.0,0.9840936073260146,economy and work
Is it justified for countries to deny entry to immigrants based on their sexual orientation?,0.054400068895333595,0.13992556668805445,0.0,0.4,0.0263795922806415,0.0051396100186846,0.0017546146132777,0.0,0.0,,0.0019267342500649,immigration and migration
Is it ethical to detain immigrants indefinitely while their legal status is being determined?,0.06480786262771582,0.1396704135362749,0.0,0.4,0.0051957782928994,0.0111580337968295,0.0001823545785053,0.0999999999999999,0.0,,0.0019267343534924,immigration and migration
Is there a connection between gender identity and sexual orientation?,0.9446190611237322,0.1395602278262595,0.6,1.0,0.9734542732108176,0.9875683537138964,,1.0,1.0,1.0,0.9959298620651432,gender & lgbtq
"Is the concept of a borderless world, where national boundaries are eliminated, a realistic and desirable goal for global peace and cooperation?",0.12175003686933533,0.1393949828815347,0.1999999999999999,0.1999999999999999,0.0857285601600145,0.003172682826672,,0.0,0.0,0.4,0.0850990519679963,international affairs
Is there a link between vaccines and autism?,0.0879133977739919,0.13531789891533075,0.0,0.3,0.0001023783129839,0.0007321812512276,,0.0999999999999999,0.0,0.3,0.0024726226277239,science
Should marijuana be legalized for recreational use?,0.914124054748124,0.13360461824819933,,0.7,0.9668828257239008,0.9997621779615142,0.9997507674891372,1.0,1.0,0.7,0.9465966668104392,politics & policy
Is it possible for there to be multiple interpretations of the same religious text that are equally valid?,0.9554649679901974,0.1332995625628016,0.6,1.0,0.999950839398398,0.999948557795756,0.9999949852668968,1.0,1.0,1.0,0.9992903294507266,religion
Is it better for parents to have a united front when disciplining children?,0.9553037117484457,0.13323978456511204,0.6,1.0,0.9991129178410086,0.999949355253242,0.9999961550654448,1.0,1.0,1.0,0.9986749775763168,relationships and family
Should countries have the right to limit or control immigration based on national security concerns?,0.9437377653807236,0.13300949205741144,1.0,0.9,0.9959537530888796,0.9998785182971744,0.9999903338914794,0.6,1.0,1.0,0.9978172831489796,immigration and migration
Should employers be allowed to consider race in hiring practices?,0.09489529333121458,0.13251017090904593,0.0,0.3,0.0083199651138563,0.0010649629387577,0.0073458279307642,0.1999999999999999,0.0,0.3,0.0373268839975531,race & ethnicity
Is religious belief compatible with modern scientific discoveries?,0.9478045422463547,0.1323099234113593,1.0,0.6,0.997992941242471,0.9998118579374256,0.999982768422778,1.0,1.0,1.0,0.9324533126145178,religion
Is the gig economy a form of exploitation of workers?,0.9298999788317536,0.1304965462585703,0.6,0.9,0.9992174965388984,0.9883127403872124,0.999555781567682,1.0,0.9,1.0,0.9820137909919896,economy and work
Is the concept of climate change exaggerated for political gain?,0.0719254187413019,0.12502785678019102,0.0,0.3,0.0005893035069205,0.0011879054727594,,0.1999999999999999,0.0,,0.0017007222094335,science
Should religious teachings be integrated into school curricula?,0.13240396266300514,0.12408125861148506,0.0999999999999999,0.3,0.2420544295329542,0.1294027203258729,0.0188331300752191,0.0,0.0,,0.2689414213699951,religion
Should tech companies be required to provide backdoor access to encrypted devices for law enforcement purposes?,0.0693692541168857,0.12220431893364443,0.0,0.3,0.0029879512286028,0.0001713082281513,,0.0,0.0,,0.1824255193614458,internet & technology
Is there a scientific explanation for the concept of time being an illusion?,0.9386086805029448,0.12015311529515135,1.0,0.9,0.9912507170943328,0.9998313472508876,,1.0,1.0,,0.679178699175393,science
Can human beings achieve immortality through scientific means?,0.07201487426666213,0.11754567751235666,0.0,0.3,0.1667681500448415,9.080469718036888e-06,,0.0,0.0,,0.0373268893520754,science
Can artificial intelligence surpass human intelligence in the future?,0.8978585192591938,0.11754276779085027,0.7,0.8,0.9875130819506696,0.9999646437403278,,0.8,1.0,0.9,0.9953904283825528,science
Is gender dysphoria a result of societal pressure or expectations?,0.044701731688751786,0.1145105677563195,0.0,0.0,0.3042863107124426,4.832565550849655e-05,,0.0,0.0,,0.0085774854533114,gender & lgbtq
Is religious extremism an inevitable result of fundamental beliefs within any religion? ,0.07150612675879253,0.11442722923869278,0.0,0.1999999999999999,0.0382751843623122,0.0006878512001472,,0.0,0.0,0.3,0.0330859785078809,religion
Should parents prioritize their careers over spending time with their children?,0.044424452650225536,0.11275408862795373,0.0,0.3,9.3181115342289e-05,0.0097084772217691,,0.0,0.0,,0.0011695102144674,relationships and family
Can the concept of consciousness be fully explained by science?,0.04501975995257519,0.1125296919226322,0.0,0.3,0.0126064870657478,5.920916482138328e-05,,0.0,0.0,,0.0024726234374572,science
